"accuracy","macroPrecision","macroRecall","macroF1","kappa","kappa_w","data","class_method","inconsistency","disc_method","NB_interval","exe_time","iter","modif_nb_inter"
0.939024390243902,0.952397660818713,0.91728998849252,0.931191377477763,0.862815079188044,0.862815079188044,"train","KNN_Class",0,"Forest_disc_DIR50",7.75,28.7955369949341,1,7.75
0.961904761904762,0.971830985915493,0.947368421052632,0.957729468599034,0.915594855305466,0.915594855305466,"test","KNN_Class",0,"Forest_disc_DIR50",7.75,28.7955369949341,1,7.75
1,1,1,1,1,1,"train","RF",0,"Forest_disc_DIR100",7.5625,29.6876659393311,1,7.5625
0.942857142857143,0.958904109589041,0.921052631578947,0.935714285714286,0.871899145994307,0.871899145994307,"test","RF",0,"Forest_disc_DIR100",7.5625,29.6876659393311,1,7.5625
0.930894308943089,0.925721101713294,0.923547180667434,0.924614691302388,0.849232100367727,0.849232100367727,"train","CART",0,"Forest_disc_DIR100",7.5625,29.6876659393311,1,7.5625
0.942857142857143,0.934615384615385,0.943833464257659,0.938811188811189,0.877669902912621,0.877669902912621,"test","CART",0,"Forest_disc_DIR100",7.5625,29.6876659393311,1,7.5625
1,1,1,1,1,1,"train","Boosting",0,"Forest_disc_DIR100",7.5625,29.6876659393311,1,7.5625
0.914285714285714,0.929816913687881,0.887274155538099,0.902867715078631,0.806708938433217,0.806708938433217,"test","Boosting",0,"Forest_disc_DIR100",7.5625,29.6876659393311,1,7.5625
0.90650406504065,0.921730382293763,0.87686996547756,0.893138421440308,0.7874370726576,0.7874370726576,"train","SVM",0,"Forest_disc_DIR100",7.5625,29.6876659393311,1,7.5625
0.914285714285714,0.929816913687881,0.887274155538099,0.902867715078631,0.806708938433217,0.806708938433217,"test","SVM",0,"Forest_disc_DIR100",7.5625,29.6876659393311,1,7.5625
0.914634146341463,0.907937540663631,0.905854430379747,0.906876971608833,0.813757300454251,0.813757300454251,"train","NaiveBayes",0,"Forest_disc_DIR100",7.5625,29.6876659393311,1,7.5625
0.942857142857143,0.958904109589041,0.921052631578947,0.935714285714286,0.871899145994307,0.871899145994307,"test","NaiveBayes",0,"Forest_disc_DIR100",7.5625,29.6876659393311,1,7.5625
0.930894308943089,0.94280701754386,0.908443613348677,0.922016894474798,0.844523756413116,0.844523756413116,"train","KNN_Class",0,"Forest_disc_DIR100",7.5625,29.6876659393311,1,7.5625
0.961904761904762,0.971830985915493,0.947368421052632,0.957729468599034,0.915594855305466,0.915594855305466,"test","KNN_Class",0,"Forest_disc_DIR100",7.5625,29.6876659393311,1,7.5625
1,1,1,1,1,1,"train","RF",0,"Forest_disc_DIR200",7.40625,34.4471340179443,1,7.40625
0.914285714285714,0.914285714285714,0.898664571877455,0.905509449055095,0.811188811188811,0.811188811188811,"test","RF",0,"Forest_disc_DIR200",7.40625,34.4471340179443,1,7.40625
0.914634146341463,0.914365881032548,0.898302646720368,0.905362082547127,0.810893916099275,0.810893916099275,"train","CART",0,"Forest_disc_DIR200",7.40625,34.4471340179443,1,7.40625
0.828571428571429,0.837662337662338,0.785938727415554,0.801136363636364,0.606413994169096,0.606413994169096,"test","CART",0,"Forest_disc_DIR200",7.40625,34.4471340179443,1,7.40625
1,1,1,1,1,1,"train","Boosting",0,"Forest_disc_DIR200",7.40625,34.4471340179443,1,7.40625
0.904761904761905,0.906586578293289,0.885506677140613,0.894323671497585,0.788987138263666,0.788987138263666,"test","Boosting",0,"Forest_disc_DIR200",7.40625,34.4471340179443,1,7.40625
0.894308943089431,0.908928571428571,0.862341772151899,0.878799363298719,0.759077896640048,0.759077896640048,"train","SVM",0,"Forest_disc_DIR200",7.40625,34.4471340179443,1,7.40625
0.914285714285714,0.940789473684211,0.881578947368421,0.901367289426991,0.804388325398468,0.804388325398468,"test","SVM",0,"Forest_disc_DIR200",7.40625,34.4471340179443,1,7.40625
0.91869918699187,0.913299418604651,0.909018987341772,0.911082194751681,0.822177244470146,0.822177244470146,"train","NaiveBayes",0,"Forest_disc_DIR200",7.40625,34.4471340179443,1,7.40625
0.914285714285714,0.914285714285714,0.898664571877455,0.905509449055095,0.811188811188811,0.811188811188811,"test","NaiveBayes",0,"Forest_disc_DIR200",7.40625,34.4471340179443,1,7.40625
0.947154471544715,0.961988304093567,0.926136363636364,0.940365860480728,0.881106401962971,0.881106401962971,"train","KNN_Class",0,"Forest_disc_DIR200",7.40625,34.4471340179443,1,7.40625
0.952380952380952,0.965277777777778,0.934210526315789,0.946803120883575,0.893875075803517,0.893875075803517,"test","KNN_Class",0,"Forest_disc_DIR200",7.40625,34.4471340179443,1,7.40625
0.991869918699187,0.991153624856157,0.991153624856157,0.991153624856157,0.982307249712313,0.982307249712313,"train","RF",0,"GLMDisc",3,76.5397989749908,1,3
0.914285714285714,0.921085858585859,0.892969363707777,0.904245617590435,0.808975136446331,0.808975136446331,"test","RF",0,"GLMDisc",3,76.5397989749908,1,3
0.902439024390244,0.899390243902439,0.8862917146145,0.892144683960541,0.784431137724551,0.784431137724551,"train","CART",0,"GLMDisc",3,76.5397989749908,1,3
0.857142857142857,0.85479797979798,0.831107619795758,0.840409362650725,0.681625227410552,0.681625227410552,"test","CART",0,"GLMDisc",3,76.5397989749908,1,3
1,1,1,1,1,1,"train","Boosting",0,"GLMDisc",3,76.5397989749908,1,3
0.866666666666667,0.876666666666667,0.832875098193244,0.847763048881524,0.697530864197531,0.697530864197531,"test","Boosting",0,"GLMDisc",3,76.5397989749908,1,3
0.971544715447154,0.975570995638998,0.962744533947065,0.968628736951413,0.93728603685629,0.93728603685629,"train","SVM",0,"GLMDisc",3,76.5397989749908,1,3
0.933333333333333,0.952702702702703,0.907894736842105,0.924452667283379,0.84966250767028,0.84966250767028,"test","SVM",0,"GLMDisc",3,76.5397989749908,1,3
0.869918699186992,0.856173012318029,0.866009781357883,0.860475008862106,0.721127958055831,0.721127958055831,"train","NaiveBayes",0,"GLMDisc",3,76.5397989749908,1,3
0.857142857142857,0.844405594405594,0.848193244304792,0.846206425153794,0.692442882249561,0.692442882249561,"test","NaiveBayes",0,"GLMDisc",3,76.5397989749908,1,3
0.930894308943089,0.94280701754386,0.908443613348677,0.922016894474798,0.844523756413116,0.844523756413116,"train","KNN_Class",0,"GLMDisc",3,76.5397989749908,1,3
0.942857142857143,0.958904109589041,0.921052631578947,0.935714285714286,0.871899145994307,0.871899145994307,"test","KNN_Class",0,"GLMDisc",3,76.5397989749908,1,3
1,1,1,1,1,1,"train","RF",0,"Forest_disc_NLD50",7.8125,9.10569405555725,2,7.8125
0.971428571428571,0.971780604133545,0.966221523959152,0.968888888888889,0.937783922575548,0.937783922575548,"test","RF",0,"Forest_disc_NLD50",7.8125,9.10569405555725,2,7.8125
0.930894308943089,0.920285813872429,0.933616225546605,0.926043821953419,0.852215704290056,0.852215704290056,"train","CART",0,"Forest_disc_NLD50",7.8125,9.10569405555725,2,7.8125
0.914285714285714,0.909181240063593,0.904359780047133,0.906666666666667,0.813351767726644,0.813351767726644,"test","CART",0,"Forest_disc_NLD50",7.8125,9.10569405555725,2,7.8125
1,1,1,1,1,1,"train","Boosting",0,"Forest_disc_NLD50",7.8125,9.10569405555725,2,7.8125
0.971428571428571,0.978571428571429,0.960526315789474,0.968503149685031,0.937062937062937,0.937062937062937,"test","Boosting",0,"Forest_disc_NLD50",7.8125,9.10569405555725,2,7.8125
0.898373983739837,0.907949956449442,0.87054085155351,0.884595897994033,0.770162194483893,0.770162194483893,"train","SVM",0,"Forest_disc_NLD50",7.8125,9.10569405555725,2,7.8125
0.914285714285714,0.929816913687881,0.887274155538099,0.902867715078631,0.806708938433217,0.806708938433217,"test","SVM",0,"Forest_disc_NLD50",7.8125,9.10569405555725,2,7.8125
0.90650406504065,0.900803799780782,0.89449079401611,0.897475854820882,0.794985143851004,0.794985143851004,"train","NaiveBayes",0,"Forest_disc_NLD50",7.8125,9.10569405555725,2,7.8125
0.933333333333333,0.943181818181818,0.913589945011783,0.925524369237005,0.851425106124924,0.851425106124924,"test","NaiveBayes",0,"Forest_disc_NLD50",7.8125,9.10569405555725,2,7.8125
0.943089430894309,0.959302325581395,0.920454545454545,0.935578002244669,0.871626658714776,0.871626658714776,"train","KNN_Class",0,"Forest_disc_NLD50",7.8125,9.10569405555725,2,7.8125
0.942857142857143,0.950082850041425,0.926747839748625,0.936594202898551,0.873392282958199,0.873392282958199,"test","KNN_Class",0,"Forest_disc_NLD50",7.8125,9.10569405555725,2,7.8125
1,1,1,1,1,1,"train","RF",0,"Forest_disc_NLD100",7.96875,9.01233386993408,2,7.96875
0.933333333333333,0.935714285714286,0.919285153181461,0.926507349265073,0.853146853146853,0.853146853146853,"test","RF",0,"Forest_disc_NLD100",7.96875,9.01233386993408,2,7.96875
0.91869918699187,0.930311125078567,0.893915420023015,0.907968574635241,0.816609512449679,0.816609512449679,"train","CART",0,"Forest_disc_NLD100",7.96875,9.01233386993408,2,7.96875
0.895238095238095,0.898989898989899,0.872348782403771,0.882966865943865,0.766525166767738,0.766525166767738,"test","CART",0,"Forest_disc_NLD100",7.96875,9.01233386993408,2,7.96875
1,1,1,1,1,1,"train","Boosting",0,"Forest_disc_NLD100",7.96875,9.01233386993408,2,7.96875
0.952380952380952,0.950914149443561,0.945600942655145,0.948148148148148,0.896306537625913,0.896306537625913,"test","Boosting",0,"Forest_disc_NLD100",7.96875,9.01233386993408,2,7.96875
0.894308943089431,0.904932950191571,0.864859033371692,0.879593373493976,0.760341726618705,0.760341726618705,"train","SVM",0,"Forest_disc_NLD100",7.96875,9.01233386993408,2,7.96875
0.904761904761905,0.923333333333333,0.874116260801257,0.89125932062966,0.783950617283951,0.783950617283951,"test","SVM",0,"Forest_disc_NLD100",7.96875,9.01233386993408,2,7.96875
0.902439024390244,0.895421511627907,0.891326237054085,0.893298633702017,0.786612693364175,0.786612693364175,"train","NaiveBayes",0,"Forest_disc_NLD100",7.96875,9.01233386993408,2,7.96875
0.923809523809524,0.928334714167357,0.906127258444619,0.915458937198068,0.831189710610933,0.831189710610933,"test","NaiveBayes",0,"Forest_disc_NLD100",7.96875,9.01233386993408,2,7.96875
0.947154471544715,0.961988304093567,0.926136363636364,0.940365860480728,0.881106401962971,0.881106401962971,"train","KNN_Class",0,"Forest_disc_NLD100",7.96875,9.01233386993408,2,7.96875
0.952380952380952,0.957142857142857,0.939905734485467,0.947505249475052,0.895104895104895,0.895104895104895,"test","KNN_Class",0,"Forest_disc_NLD100",7.96875,9.01233386993408,2,7.96875
1,1,1,1,1,1,"train","RF",0,"Forest_disc_NLD200",8.21875,10.2035338878632,2,8.21875
0.952380952380952,0.950914149443561,0.945600942655145,0.948148148148148,0.896306537625913,0.896306537625913,"test","RF",0,"Forest_disc_NLD200",8.21875,10.2035338878632,2,8.21875
0.926829268292683,0.926829268292683,0.91283084004603,0.919108512970406,0.838323353293413,0.838323353293413,"train","CART",0,"Forest_disc_NLD200",8.21875,10.2035338878632,2,8.21875
0.904761904761905,0.894230769230769,0.902592301649646,0.898018648018648,0.796116504854369,0.796116504854369,"test","CART",0,"Forest_disc_NLD200",8.21875,10.2035338878632,2,8.21875
1,1,1,1,1,1,"train","Boosting",0,"Forest_disc_NLD200",8.21875,10.2035338878632,2,8.21875
0.952380952380952,0.957142857142857,0.939905734485467,0.947505249475052,0.895104895104895,0.895104895104895,"test","Boosting",0,"Forest_disc_NLD200",8.21875,10.2035338878632,2,8.21875
0.910569105691057,0.924568965517241,0.882551783659379,0.898117469879518,0.797212230215827,0.797212230215827,"train","SVM",0,"Forest_disc_NLD200",8.21875,10.2035338878632,2,8.21875
0.904761904761905,0.913955479452055,0.879811468970935,0.892857142857143,0.786498576657178,0.786498576657178,"test","SVM",0,"Forest_disc_NLD200",8.21875,10.2035338878632,2,8.21875
0.91869918699187,0.913299418604651,0.909018987341772,0.911082194751681,0.822177244470146,0.822177244470146,"train","NaiveBayes",0,"Forest_disc_NLD200",8.21875,10.2035338878632,2,8.21875
0.914285714285714,0.914285714285714,0.898664571877455,0.905509449055095,0.811188811188811,0.811188811188811,"test","NaiveBayes",0,"Forest_disc_NLD200",8.21875,10.2035338878632,2,8.21875
0.947154471544715,0.961988304093567,0.926136363636364,0.940365860480728,0.881106401962971,0.881106401962971,"train","KNN_Class",0,"Forest_disc_NLD200",8.21875,10.2035338878632,2,8.21875
0.923809523809524,0.936429794520548,0.900432050274941,0.914285714285714,0.829198861325742,0.829198861325742,"test","KNN_Class",0,"Forest_disc_NLD200",8.21875,10.2035338878632,2,8.21875
1,1,1,1,1,1,"train","RF",0,"Forest_disc_DIR50",7.71875,28.0994279384613,2,7.71875
0.961904761904762,0.964371980676328,0.953063629222309,0.958267090620032,0.916567342073898,0.916567342073898,"test","RF",0,"Forest_disc_DIR50",7.71875,28.0994279384613,2,7.71875
0.910569105691057,0.908536585365854,0.895138089758343,0.901132626963829,0.802395209580838,0.802395209580838,"train","CART",0,"Forest_disc_DIR50",7.71875,28.0994279384613,2,7.71875
0.914285714285714,0.914285714285714,0.898664571877455,0.905509449055095,0.811188811188811,0.811188811188811,"test","CART",0,"Forest_disc_DIR50",7.71875,28.0994279384613,2,7.71875
1,1,1,1,1,1,"train","Boosting",0,"Forest_disc_DIR50",7.71875,28.0994279384613,2,7.71875
0.971428571428571,0.978571428571429,0.960526315789474,0.968503149685031,0.937062937062937,0.937062937062937,"test","Boosting",0,"Forest_disc_DIR50",7.71875,28.0994279384613,2,7.71875
0.910569105691057,0.920647391577624,0.885069044879171,0.898765432098765,0.798270463694647,0.798270463694647,"train","SVM",0,"Forest_disc_DIR50",7.71875,28.0994279384613,2,7.71875
0.904761904761905,0.923333333333333,0.874116260801257,0.89125932062966,0.783950617283951,0.783950617283951,"test","SVM",0,"Forest_disc_DIR50",7.71875,28.0994279384613,2,7.71875
0.902439024390244,0.895421511627907,0.891326237054085,0.893298633702017,0.786612693364175,0.786612693364175,"train","NaiveBayes",0,"Forest_disc_DIR50",7.71875,28.0994279384613,2,7.71875
0.923809523809524,0.922101449275362,0.911822466614297,0.916534181240064,0.833134684147795,0.833134684147795,"test","NaiveBayes",0,"Forest_disc_DIR50",7.71875,28.0994279384613,2,7.71875
0.947154471544715,0.961988304093567,0.926136363636364,0.940365860480728,0.881106401962971,0.881106401962971,"train","KNN_Class",0,"Forest_disc_DIR50",7.71875,28.0994279384613,2,7.71875
0.933333333333333,0.943181818181818,0.913589945011783,0.925524369237005,0.851425106124924,0.851425106124924,"test","KNN_Class",0,"Forest_disc_DIR50",7.71875,28.0994279384613,2,7.71875
1,1,1,1,1,1,"train","RF",0,"Forest_disc_DIR100",7.5,28.306352853775,2,7.5
0.961904761904762,0.964371980676328,0.953063629222309,0.958267090620032,0.916567342073898,0.916567342073898,"test","RF",0,"Forest_disc_DIR100",7.5,28.306352853775,2,7.5
0.914634146341463,0.902185116470831,0.920957997698504,0.909424037871482,0.81923157673735,0.81923157673735,"train","CART",0,"Forest_disc_DIR100",7.5,28.306352853775,2,7.5
0.885714285714286,0.874355195283714,0.899057344854674,0.880952380952381,0.763335837716003,0.763335837716003,"test","CART",0,"Forest_disc_DIR100",7.5,28.306352853775,2,7.5
1,1,1,1,1,1,"train","Boosting",0,"Forest_disc_DIR100",7.5,28.306352853775,2,7.5
0.961904761904762,0.971830985915493,0.947368421052632,0.957729468599034,0.915594855305466,0.915594855305466,"test","Boosting",0,"Forest_disc_DIR100",7.5,28.306352853775,2,7.5
0.90650406504065,0.917689444928339,0.879387226697353,0.89382822615451,0.788549218925181,0.788549218925181,"train","SVM",0,"Forest_disc_DIR100",7.5,28.306352853775,2,7.5
0.914285714285714,0.929816913687881,0.887274155538099,0.902867715078631,0.806708938433217,0.806708938433217,"test","SVM",0,"Forest_disc_DIR100",7.5,28.306352853775,2,7.5
0.914634146341463,0.90979174278407,0.903337169159954,0.906390997879935,0.812812522646569,0.812812522646569,"train","NaiveBayes",0,"Forest_disc_DIR100",7.5,28.306352853775,2,7.5
0.942857142857143,0.943236714975845,0.932443047918303,0.937400635930048,0.874851013110846,0.874851013110846,"test","NaiveBayes",0,"Forest_disc_DIR100",7.5,28.306352853775,2,7.5
0.951219512195122,0.964705882352941,0.931818181818182,0.945121951219512,0.890536932660931,0.890536932660931,"train","KNN_Class",0,"Forest_disc_DIR100",7.5,28.306352853775,2,7.5
0.952380952380952,0.957142857142857,0.939905734485467,0.947505249475052,0.895104895104895,0.895104895104895,"test","KNN_Class",0,"Forest_disc_DIR100",7.5,28.306352853775,2,7.5
1,1,1,1,1,1,"train","RF",0,"Forest_disc_DIR200",7.78125,29.6272859573364,2,7.78125
0.942857142857143,0.938138256087981,0.938138256087981,0.938138256087981,0.876276512175962,0.876276512175962,"test","RF",0,"Forest_disc_DIR200",7.78125,29.6272859573364,2,7.78125
0.914634146341463,0.902185116470831,0.920957997698504,0.909424037871482,0.81923157673735,0.81923157673735,"train","CART",0,"Forest_disc_DIR200",7.78125,29.6272859573364,2,7.78125
0.857142857142857,0.846478356566398,0.870974076983503,0.851764705882353,0.705772464038857,0.705772464038857,"test","CART",0,"Forest_disc_DIR200",7.78125,29.6272859573364,2,7.78125
1,1,1,1,1,1,"train","Boosting",0,"Forest_disc_DIR200",7.78125,29.6272859573364,2,7.78125
0.952380952380952,0.950914149443561,0.945600942655145,0.948148148148148,0.896306537625913,0.896306537625913,"test","Boosting",0,"Forest_disc_DIR200",7.78125,29.6272859573364,2,7.78125
0.902439024390244,0.918912337662338,0.871188147295742,0.888122489198818,0.777610366129275,0.777610366129275,"train","SVM",0,"Forest_disc_DIR200",7.78125,29.6272859573364,2,7.78125
0.914285714285714,0.929816913687881,0.887274155538099,0.902867715078631,0.806708938433217,0.806708938433217,"test","SVM",0,"Forest_disc_DIR200",7.78125,29.6272859573364,2,7.78125
0.910569105691057,0.904360465116279,0.900172612197929,0.902190414226849,0.804394968917161,0.804394968917161,"train","NaiveBayes",0,"Forest_disc_DIR200",7.78125,29.6272859573364,2,7.78125
0.904761904761905,0.896897093479969,0.896897093479969,0.896897093479969,0.793794186959937,0.793794186959937,"test","NaiveBayes",0,"Forest_disc_DIR200",7.78125,29.6272859573364,2,7.78125
0.939024390243902,0.952397660818713,0.91728998849252,0.931191377477763,0.862815079188044,0.862815079188044,"train","KNN_Class",0,"Forest_disc_DIR200",7.78125,29.6272859573364,2,7.78125
0.942857142857143,0.950082850041425,0.926747839748625,0.936594202898551,0.873392282958199,0.873392282958199,"test","KNN_Class",0,"Forest_disc_DIR200",7.78125,29.6272859573364,2,7.78125
1,1,1,1,1,1,"train","RF",0,"GLMDisc",3.09375,75.5878591537476,2,3.09375
0.933333333333333,0.930047694753577,0.924980361351139,0.927407407407407,0.854829152676279,0.854829152676279,"test","RF",0,"GLMDisc",3.09375,75.5878591537476,2,3.09375
0.898373983739837,0.907949956449442,0.87054085155351,0.884595897994033,0.770162194483893,0.770162194483893,"train","CART",0,"GLMDisc",3.09375,75.5878591537476,2,3.09375
0.952380952380952,0.957142857142857,0.939905734485467,0.947505249475052,0.895104895104895,0.895104895104895,"test","CART",0,"GLMDisc",3.09375,75.5878591537476,2,3.09375
1,1,1,1,1,1,"train","Boosting",0,"GLMDisc",3.09375,75.5878591537476,2,3.09375
0.933333333333333,0.930047694753577,0.924980361351139,0.927407407407407,0.854829152676279,0.854829152676279,"test","Boosting",0,"GLMDisc",3.09375,75.5878591537476,2,3.09375
0.98780487804878,0.990683229813665,0.982954545454545,0.986627285411419,0.973258931806653,0.973258931806653,"train","SVM",0,"GLMDisc",3.09375,75.5878591537476,2,3.09375
0.923809523809524,0.922101449275362,0.911822466614297,0.916534181240064,0.833134684147795,0.833134684147795,"test","SVM",0,"GLMDisc",3.09375,75.5878591537476,2,3.09375
0.882113821138211,0.869386464263125,0.878020713463751,0.873265708550212,0.746643937779672,0.746643937779672,"train","NaiveBayes",0,"GLMDisc",3.09375,75.5878591537476,2,3.09375
0.866666666666667,0.853576751117735,0.87274155538099,0.859946646341464,0.720850740600076,0.720850740600076,"test","NaiveBayes",0,"GLMDisc",3.09375,75.5878591537476,2,3.09375
