"name","data","disc_method","mean_NB_interval","std_NB_interval","mean_exe_time","std_exe_time","mean_incons","std_incons","mean_acc","std_acc","mean_Precisvvvion","std_Precision","mean_Recall","std_Recall","mean_F1","std_F1","mean_Kappa","std_Kappa","mean_Kappaw","std_Kappaw","mean_NB_interval..22","std_NB_interval..23"
"horsecolic","test","Forest_disc_DIR50",4.3125,0.508143430305569,3.47562770843506,0.0299008690104526,0,0,0.8506006006006,0.054416549743942,0.843744407879338,0.0596128279301387,0.83616144018583,0.0574623207599956,0.838375016131064,0.0583223585269229,0.677328367721686,0.116343588141148,0.677328367721686,0.116343588141148,4.3125,0.508143430305569
"horsecolic","test","Forest_disc_NLD100",7.2,0.836533403752188,2.73094902038574,0.106680248978898,0,0,0.8503003003003,0.0524024060484163,0.844093163804871,0.0573067444710612,0.835923344947735,0.0548507664338048,0.838040618121794,0.0560338362507197,0.676834700059713,0.111642095938279,0.676834700059713,0.111642095938279,7.2,0.836533403752188
"horsecolic","test","Forest_disc_NLD200",6.6625,0.768934713236656,3.81495981216431,0.0805724073386428,0,0,0.851801801801802,0.0501579823993166,0.84592159906744,0.0558544970941452,0.837619047619047,0.0512514395059005,0.839853941202652,0.0530774158246839,0.680375286747249,0.105902291190985,0.680375286747249,0.105902291190985,6.6625,0.768934713236656
"horsecolic","test","Forest_disc_NLD50",6.6,0.816539826423423,2.40347213745117,0.0949564839355125,0,0,0.849549549549549,0.0491292436191852,0.843192578274334,0.0541130388287746,0.834738675958188,0.0513759652281138,0.837127954913235,0.0524762693224156,0.674932514736245,0.104590787594235,0.674932514736245,0.104590787594235,6.6,0.816539826423423
"horsecolic","test","GLMDisc",3,0.298300269606746,11.3854520082474,0.136476067783786,0,0,0.851951951951952,0.0519085230922701,0.847701647162371,0.0574718677887283,0.834706736353077,0.0542210718249882,0.838825144029358,0.0554709392694472,0.678489728316114,0.110568924604206,0.678489728316114,0.110568924604206,3,0.298300269606746
"horsecolic","test","MDLP",1.2375,0.0678826255197723,0.102084517478943,0.00948978773143386,0,0,0.842492492492492,0.0448918349312533,0.83732497092062,0.0503945251454687,0.824596399535424,0.0460065238704198,0.828562730320318,0.0477501440415585,0.658024018989464,0.0950946054287122,0.658024018989464,0.0950946054287122,1.2375,0.0678826255197723
"horsecolic","test","Modified Chi2",1.125,0,2.84781081676483,0.0468757611128851,0,0,0.843393393393393,0.0458499371650496,0.837357415200177,0.0512388105718843,0.826657955865273,0.046902602928937,0.830005031193925,0.0487466523982026,0.660765141555948,0.0971459678724616,0.660765141555948,0.0971459678724616,1.125,0
"horsecolic","test","OneR",8.9875,0.616123405534522,0.0652007818222046,0.00684713962416727,0,0,0.837987987987988,0.0602745318108059,0.831345829396003,0.0654711099128472,0.820940766550523,0.0639115409003971,0.823921949815628,0.0651353569807676,0.648835355172684,0.129528683550763,0.648835355172684,0.129528683550763,8.9875,0.616123405534522
"horsecolic","test","RDGR",2.0875,0.0807144999890019,0.393680477142334,0.018291485791819,0,0,0.844444444444444,0.0510938476121222,0.838746535324379,0.0561556791269491,0.828585946573751,0.0525398606241247,0.831369637219358,0.0542907416518997,0.663646699285743,0.108058564469307,0.663646699285743,0.108058564469307,2.0875,0.0807144999890019
"horsecolic","test","RSTGDH",3.0875,0.0807144999890018,0.0396645545959473,0.0118673297062574,0,0,0.8496996996997,0.0531944596666281,0.844507980891932,0.0585656711478422,0.833763066202091,0.0546066778891659,0.836991248808677,0.0564617986753902,0.674785341957387,0.112528750885077,0.674785341957387,0.112528750885077,3.0875,0.0807144999890018
"horsecolic","test","RSTI",5,0,0.00924568176269531,0.00224695741734691,0,0,0.845495495495496,0.0573587697027265,0.838512073819861,0.061938469379671,0.832282229965157,0.0604653911460938,0.833299081160618,0.0611200799487383,0.667430219045209,0.121800618051186,0.667430219045209,0.121800618051186,5,0
"horsecolic","test","RSTLDH",3,0,0.0135413646697998,0.00267408826614184,0,0,0.85,0.0516550398322458,0.845274321895972,0.057190632400866,0.834001161440186,0.0533718864381823,0.837195445240964,0.055025510095213,0.67528857111101,0.109566570711679,0.67528857111101,0.109566570711679,3,0
"horsecolic","test","RSTQ",4.15,0.0943308278599616,0.0105043888092041,0.00265309771858816,0,0,0.847147147147147,0.0519773801964204,0.842018164648664,0.0572172734247725,0.831655052264809,0.0538368118627882,0.834319739395897,0.0551028019522761,0.669568939614758,0.109817842183504,0.669568939614758,0.109817842183504,4.15,0.0943308278599616
"horsecolic","test","cont",NA,NA,0,0,0,0,0.845195195195195,0.0647207401618493,0.847377732621357,0.0591456451589946,0.825223577235773,0.0767628889597744,0.82633502226777,0.0890464860080575,0.659317193477333,0.155586337239137,0.659317193477333,0.155586337239137,NA,NA
"horsecolic","test","equalfrequencies",9.5625,0.395619552737822,0.00993149280548096,0.00201345248234848,0,0,0.847747747747748,0.0540209599919083,0.842545618570053,0.0590762700490588,0.831962833914054,0.0571734885796019,0.834695978432739,0.0581399214224,0.670396645219298,0.115690308270881,0.670396645219298,0.115690308270881,5.6875,0.14093363025053
"horsecolic","test","equalwidth",9.7125,0.138660358124643,0.00804481506347656,0.00356492379252828,0,0,0.846846846846847,0.0492606690197712,0.841140916698686,0.05366312774049,0.831080139372822,0.0524988186283783,0.833727744911602,0.0530225768086594,0.66838565555522,0.105485653824534,0.66838565555522,0.105485653824534,9.7125,0.138660358124643
"horsecolic","test","infogain",2,0,0.118525910377502,0.0105108114449503,0,0,0.846096096096096,0.0530338826771524,0.84038486370185,0.0582834697050712,0.829979674796748,0.0552297483186161,0.83299777800915,0.0567163647287903,0.666852464882277,0.1129412699925,0.666852464882277,0.1129412699925,2,0
"horsecolic","test","logreg",2,0,0.0210541486740112,0.00210099048620969,0,0,0.850900900900901,0.0540394187954441,0.845991129636187,0.0591423504818723,0.834547038327526,0.0567857770312792,0.837954471733131,0.0579776836270278,0.676785325230839,0.115460784705446,0.676785325230839,0.115460784705446,2,0
"horsecolic","test","naive",2,0,0.0129644632339478,0.00819157663697436,0,0,0.848798798798799,0.0529508137034751,0.844531852482321,0.0590702693847194,0.832038327526133,0.0547367899590524,0.835650848395293,0.0565232567404575,0.672258218023932,0.112569325090787,0.672258218023932,0.112569325090787,2,0
"horsecolic","train","AMEVA",3.1,0.201687793635844,0.449163508415222,0.0774997598504202,0,0,0.928858625162126,0.0662857908670762,0.925476456948902,0.0711405599259632,0.922890946502057,0.0693536170324017,0.923743280854894,0.0705280026055268,0.847617778216258,0.140890244444492,0.847617778216258,0.140890244444492,3.1,0.201687793635844
"horsecolic","train","CACC",17.9125,4.18496476505427,11.936340713501,3.94975550816008,0,0,0.940726329442283,0.0573360626992325,0.93831231439134,0.0617312133721278,0.935206844271172,0.0604705738436268,0.936348659250058,0.0612244724506672,0.872784163627805,0.122358105397525,0.872784163627805,0.122358105397525,8.65,1.62586352545035
"horsecolic","train","CAIM",2,0,0.316485381126404,0.0611723371262901,0,0,0.922114137483787,0.0700663537676831,0.919025551165994,0.0753146045417604,0.915291856183669,0.0726045001336119,0.916544411385206,0.0742534282973325,0.833270313919739,0.148288883517355,0.833270313919739,0.148288883517355,2,0
"horsecolic","train","Chi2",9.9375,1.25201109406467,3.2636402130127,0.148181868094869,0,0,0.941828793774319,0.0548335427111958,0.939119364308313,0.058500812097503,0.936625514403292,0.0584983085151313,0.937470105049953,0.0587473985804771,0.87503842481167,0.117374576042935,0.87503842481167,0.117374576042935,7.35,0.579852406703053
"horsecolic","train","ChiMerge",9.9375,1.25201109406467,2.64738681316376,0.0771251776431869,0,0,0.941828793774319,0.0548335427111957,0.939119364308313,0.058500812097503,0.936625514403292,0.0584983085151313,0.937470105049953,0.0587473985804771,0.87503842481167,0.117374576042935,0.87503842481167,0.117374576042935,7.35,0.579852406703053
"horsecolic","train","ClusterDisc",3,0,0.00586731433868408,0.00458913088816437,0,0,0.922114137483787,0.0710808342829516,0.91924332440101,0.0761870897933045,0.914493718865064,0.0749069850090126,0.916248001223225,0.0757165163170646,0.8326583678616,0.151271195926671,0.8326583678616,0.151271195926671,3,0
"horsecolic","train","Extended Chi2",1.175,0.115531197635611,4.54719161987305,0.105040163577256,0,0,0.914850843060959,0.0682541762073333,0.911393190603092,0.0729949280451405,0.906446826943903,0.0723477832025728,0.908306446366216,0.0727525994851248,0.816766855977863,0.145388250832793,0.816766855977863,0.145388250832793,1.175,0.115531197635611
"horsecolic","train","Forest_disc_100",4.0625,0.129167805717595,17.0903588533401,2.20287604177113,0,0,0.913424124513618,0.0720138399317256,0.909732174726058,0.0769452698796995,0.904916071041802,0.0768161007057819,0.906695573125214,0.0770870477307782,0.813571329876927,0.154022557967301,0.813571329876927,0.154022557967301,4.0625,0.129167805717595
"horsecolic","train","Forest_disc_125",4.0625,0.084560178150318,17.0773098707199,2.0980382198447,0,0,0.91284046692607,0.0708266138887894,0.908943344062769,0.075519320928746,0.904126597357591,0.0760299971451282,0.905965612382731,0.0760008812242088,0.812098770127745,0.151864117267496,0.812098770127745,0.151864117267496,4.0625,0.084560178150318
"horsecolic","train","Forest_disc_150",4.0125,0.067882625519772,16.1856186151505,3.40974827842065,0,0,0.913424124513618,0.0707629085317374,0.909777974025573,0.0755245816136859,0.904625839289582,0.0758702306040074,0.906584963807044,0.0758749415674036,0.813340824645115,0.15161565628322,0.813340824645115,0.15161565628322,4.0125,0.067882625519772
"horsecolic","train","Forest_disc_175",4.0875,0.138660358124643,16.8152568101883,2.05473964018696,0,0,0.912905317769131,0.0714323191286675,0.90916837349229,0.0761557182786742,0.904141758717782,0.0766451077153468,0.906025362579828,0.0766230114914227,0.812232011879884,0.15310501942949,0.812232011879884,0.15310501942949,4.0875,0.138660358124643
"horsecolic","train","Forest_disc_200",4.025,0.0756329226134421,17.229411315918,2.69242397922824,0,0,0.913099870298314,0.0715169602617046,0.909114181316483,0.0762846803885962,0.904912822178904,0.0763923800942632,0.90639220113674,0.0765716880311854,0.812968528177291,0.152984236618953,0.812968528177291,0.152984236618953,4.025,0.0756329226134421
"horsecolic","train","Forest_disc_25",4.05,0.0836153420355907,16.6095646619797,3.23059483275855,0,0,0.914396887159533,0.070880216095582,0.910752104059492,0.0756137390252537,0.905796512887156,0.0759848633495355,0.90765957359827,0.0759860309258919,0.815489433524132,0.151838758763205,0.815489433524132,0.151838758763205,4.05,0.0836153420355907
"horsecolic","train","Forest_disc_50",4.0875,0.0984520015549175,15.4824439287186,2.08946512334782,0,0,0.913229571984436,0.0712460188164711,0.909396170249562,0.0759941374175361,0.904507797270955,0.0765058021702437,0.906375584465023,0.0764552056533341,0.812917169416516,0.152774720686039,0.812917169416516,0.152774720686039,4.0875,0.0984520015549175
"horsecolic","train","Forest_disc_75",4.05,0.0836153420355906,16.1178192853928,2.91135641137878,0,0,0.91284046692607,0.0707504870112094,0.908929428704824,0.0753208551128568,0.904344271171757,0.075996868240623,0.905992084350135,0.0758934608592281,0.812171911151037,0.151636318863585,0.812171911151037,0.151636318863585,4.05,0.0836153420355906
"horsecolic","train","Forest_disc_DIR100",4.3,0.514204997701322,3.79763119220734,0.0857239212340827,0,0,0.912645914396887,0.0719311213165492,0.908832548187846,0.0771164541367468,0.90437134502924,0.0763476954432997,0.905972589375746,0.076910386312663,0.81212114511741,0.153688040012698,0.81212114511741,0.153688040012698,4.3,0.514204997701322
"horsecolic","train","Forest_disc_DIR200",4.1875,0.433929131916058,4.89632999897003,0.0647491387867946,0,0,0.910570687418936,0.0732954778527846,0.906128630851077,0.0785420213161905,0.902652696556205,0.0776826343074994,0.903862269996692,0.0783112502676906,0.80788496032109,0.156490115301654,0.80788496032109,0.156490115301654,4.1875,0.433929131916058
"horsecolic","train","Forest_disc_DIR50",4.3125,0.508143430305569,3.47562770843506,0.0299008690104526,0,0,0.911673151750973,0.0733647960375503,0.907825270302077,0.0787192392788496,0.903309508338748,0.0775417685695042,0.904976796316361,0.078318914388882,0.81012568875813,0.156489448067258,0.81012568875813,0.156489448067258,4.3125,0.508143430305569
"horsecolic","train","Forest_disc_NLD100",7.2,0.836533403752188,2.73094902038574,0.106680248978898,0,0,0.915629053177691,0.0687352257337481,0.911755561559755,0.0733167573167254,0.90749945852285,0.0735006033448312,0.909087032929177,0.0736505616760332,0.818333869631517,0.147159813587762,0.818333869631517,0.147159813587762,7.2,0.836533403752188
"horsecolic","train","Forest_disc_NLD200",6.6625,0.768934713236656,3.81495981216431,0.0805724073386428,0,0,0.915239948119325,0.0687075931558292,0.910649242046307,0.0735486907902318,0.908206627680312,0.0730077386087731,0.90895452065439,0.0734270896791431,0.818042089494714,0.14674431852874,0.818042089494714,0.14674431852874,6.6625,0.768934713236656
"horsecolic","train","Forest_disc_NLD50",6.6,0.816539826423423,2.40347213745117,0.0949564839355125,0,0,0.914461738002594,0.0693299935129402,0.910135656972984,0.0739452206390524,0.906791206411089,0.0740900106663837,0.907937678825175,0.0742617096850575,0.816035537972825,0.148376158234441,0.816035537972825,0.148376158234441,6.6,0.816539826423423
"horsecolic","train","GLMDisc",3,0.298300269606746,11.3854520082474,0.136476067783786,0,0,0.919390402075227,0.0703171492896105,0.916739667772608,0.0755252819408336,0.911063461121941,0.0738722143482068,0.913252565738763,0.0748447390992688,0.82667144195674,0.149532242454062,0.82667144195674,0.149532242454062,3,0.298300269606746
"horsecolic","train","MDLP",1.2375,0.0678826255197723,0.102084517478943,0.00948978773143386,0,0,0.916536964980544,0.0679917463436816,0.913323157995711,0.0729156387217938,0.908219623131904,0.0718255371804928,0.910150537317074,0.0724645524600741,0.820455649153041,0.144808739957583,0.820455649153041,0.144808739957583,1.2375,0.0678826255197723
"horsecolic","train","Modified Chi2",1.125,0,2.84781081676483,0.0468757611128851,0,0,0.914850843060959,0.0687225310641482,0.911328862675419,0.0735789974252146,0.906519384881958,0.0727414456468649,0.908338422899858,0.0732443868361,0.816824885600452,0.146374253552857,0.816824885600452,0.146374253552857,1.125,0
"horsecolic","train","OneR",8.9875,0.616123405534522,0.0652007818222046,0.00684713962416727,0,0,0.937029831387808,0.0620317258846669,0.935125898544134,0.0669837210197572,0.930751028806584,0.0649058639318185,0.932380185950239,0.0661009144854482,0.864883212638183,0.13206776436396,0.864883212638183,0.13206776436396,8.9875,0.616123405534522
"horsecolic","train","RDGR",2.0875,0.0807144999890019,0.393680477142334,0.018291485791819,0,0,0.920492866407263,0.0728032332325033,0.917715478994623,0.077869197004905,0.913026315789473,0.075777228167811,0.914672575011939,0.0771881087893281,0.829562856877131,0.154108834484798,0.829562856877131,0.154108834484798,2.0875,0.0807144999890019
"horsecolic","train","RSTGDH",3.0875,0.0807144999890018,0.0396645545959473,0.0118673297062574,0,0,0.921271076523995,0.0707510915152419,0.918920391004297,0.0758181096700746,0.91277290448343,0.0749136451335585,0.915138379705903,0.0755435102677164,0.830456712752886,0.150924151772162,0.830456712752886,0.150924151772162,3.0875,0.0807144999890018
"horsecolic","train","RSTI",5,0,0.00924568176269531,0.00224695741734691,0,0,0.910505836575875,0.0729357615409785,0.905975660840049,0.0780431602856044,0.902601256226988,0.0773961222643711,0.903781242701746,0.0779193516003878,0.807718469228573,0.155705734384477,0.807718469228573,0.155705734384477,5,0
"horsecolic","train","RSTLDH",3,0,0.0135413646697998,0.00267408826614184,0,0,0.918093385214007,0.0720487528849188,0.914848060192846,0.0774539270402842,0.910687675980073,0.0750377433509606,0.912135832313561,0.0764707041435575,0.824452133249965,0.15275533997183,0.824452133249965,0.15275533997183,3,0
"horsecolic","train","RSTQ",4.15,0.0943308278599616,0.0105043888092041,0.00265309771858816,0,0,0.922632944228275,0.0715615293538551,0.920260898149614,0.0767948895442578,0.915521983972276,0.0741225753129835,0.917045681518035,0.0758092634676972,0.834332535618779,0.151345825633188,0.834332535618779,0.151345825633188,4.15,0.0943308278599616
"horsecolic","train","cont",NA,NA,0,0,0,0,0.926070038910505,0.0769588860957649,0.924138061323675,0.0819888160709917,0.919699480181936,0.0790347121427718,0.920960730601017,0.0810576885930649,0.842225179592375,0.161706692286765,0.842225179592375,0.161706692286765,NA,NA
"horsecolic","train","equalfrequencies",9.5625,0.395619552737822,0.00993149280548096,0.00201345248234848,0,0,0.919390402075226,0.0719727302045302,0.91628145952704,0.0771842153714657,0.912151830192766,0.0746837728956068,0.913574468876764,0.0762605845398339,0.827346471473154,0.152295565086928,0.827346471473154,0.152295565086928,5.6875,0.14093363025053
"horsecolic","train","equalwidth",9.7125,0.138660358124643,0.00804481506347656,0.00356492379252828,0,0,0.928793774319066,0.064009891865346,0.925628087738306,0.0689246420074406,0.922585553389647,0.0671858942628323,0.923600715876268,0.0682112874191955,0.847325463102628,0.13629900208155,0.847325463102628,0.13629900208155,9.7125,0.138660358124643
"horsecolic","train","infogain",2,0,0.118525910377502,0.0105108114449503,0,0,0.920428015564202,0.0697798524100518,0.917084804044927,0.0748403938671004,0.913446502057613,0.0727596312188409,0.914661293394736,0.0740372659210777,0.829496010895499,0.147879191987108,0.829496010895499,0.147879191987108,2,0
"horsecolic","train","logreg",2,0,0.0210541486740112,0.00210099048620969,0,0,0.922697795071336,0.0722622858466222,0.920023107893372,0.0775083309117981,0.915174355642192,0.0757651840457585,0.916946331514632,0.0768258639376665,0.834065062417376,0.153473786647952,0.834065062417376,0.153473786647952,2,0
"horsecolic","train","naive",2,0,0.0129644632339478,0.00819157663697436,0,0,0.919455252918288,0.0715335835053331,0.917347437276005,0.0768129402002509,0.911151180420186,0.0745264355400414,0.913406965862179,0.0758540565964116,0.827030598248246,0.151501229199436,0.827030598248246,0.151501229199436,2,0
