"accuracy","macroPrecision","macroRecall","macroF1","kappa","kappa_w","data","class_method","inconsistency","disc_method","NB_interval","exe_time","iter","modif_nb_inter","name"
0.78921832884097,0.790169490398888,0.782141620211265,0.784411062522442,0.569746117553472,0.569746117553472,"train","Boosting",0,"Forest_disc_NLD100",9.5,5.6530442237854,1,9.5,"banana"
0.80125786163522,0.802623337810225,0.79439981704811,0.796780785017335,0.594411984559176,0.594411984559176,"test","Boosting",0,"Forest_disc_NLD100",9.5,5.6530442237854,1,9.5,"banana"
0.78921832884097,0.790308880764205,0.782028817085913,0.784339780398575,0.56964808753415,0.56964808753415,"train","SVM",0,"Forest_disc_NLD100",9.5,5.6530442237854,1,9.5,"banana"
0.79937106918239,0.800748355263158,0.792427167076336,0.794812233836624,0.590507253982222,0.590507253982222,"test","SVM",0,"Forest_disc_NLD100",9.5,5.6530442237854,1,9.5,"banana"
0.678975741239892,0.675300291293352,0.671692231947901,0.672567954074547,0.346019126521761,0.346019126521761,"train","NaiveBayes",0,"Forest_disc_NLD100",9.5,5.6530442237854,1,9.5,"banana"
0.70188679245283,0.700285667225135,0.692517683483634,0.693825318825319,0.389840882263886,0.389840882263886,"test","NaiveBayes",0,"Forest_disc_NLD100",9.5,5.6530442237854,1,9.5,"banana"
0.761455525606469,0.758887486531884,0.758618496598721,0.758748405818783,0.517499683314851,0.517499683314851,"train","KNN_Class",0,"Forest_disc_NLD100",9.5,5.6530442237854,1,9.5,"banana"
0.756603773584906,0.758481152993348,0.761002301291698,0.756290569225669,0.514781374443086,0.514781374443086,"test","KNN_Class",0,"Forest_disc_NLD100",9.5,5.6530442237854,1,9.5,"banana"
0.773584905660377,0.818596867949835,0.752182108895555,0.753624091269451,0.524233642745326,0.524233642745326,"train","RF",0,"Forest_disc_NLD200",8,22.6603300571442,1,8,"banana"
0.774213836477987,0.831002748642542,0.751131854898681,0.751676955999128,0.523905243122687,0.523905243122687,"test","RF",0,"Forest_disc_NLD200",8,22.6603300571442,1,8,"banana"
0.770619946091644,0.815985332450537,0.74898763601369,0.750104696555703,0.517805493505545,0.517805493505545,"train","CART",0,"Forest_disc_NLD200",8,22.6603300571442,1,8,"banana"
0.774213836477987,0.831943809958885,0.751000718054185,0.75146936591402,0.523774960078891,0.523774960078891,"test","CART",0,"Forest_disc_NLD200",8,22.6603300571442,1,8,"banana"
0.773584905660377,0.818596867949835,0.752182108895555,0.753624091269451,0.524233642745326,0.524233642745326,"train","Boosting",0,"Forest_disc_NLD200",8,22.6603300571442,1,8,"banana"
0.774842767295598,0.831373143185419,0.751833117170771,0.752471717017102,0.525296345777604,0.525296345777604,"test","Boosting",0,"Forest_disc_NLD200",8,22.6603300571442,1,8,"banana"
0.773584905660377,0.818596867949835,0.752182108895555,0.753624091269451,0.524233642745326,0.524233642745326,"train","SVM",0,"Forest_disc_NLD200",8,22.6603300571442,1,8,"banana"
0.774213836477987,0.831002748642542,0.751131854898681,0.751676955999128,0.523905243122687,0.523905243122687,"test","SVM",0,"Forest_disc_NLD200",8,22.6603300571442,1,8,"banana"
0.691105121293801,0.708730171027422,0.670162780197529,0.666485096214037,0.352740098278108,0.352740098278108,"train","NaiveBayes",0,"Forest_disc_NLD200",8,22.6603300571442,1,8,"banana"
0.69685534591195,0.722675056885438,0.674187311390834,0.669164688107058,0.362443409552617,0.362443409552617,"test","NaiveBayes",0,"Forest_disc_NLD200",8,22.6603300571442,1,8,"banana"
0.75256064690027,0.750243225780242,0.747907046699613,0.748798936479052,0.497779380845549,0.497779380845549,"train","KNN_Class",0,"Forest_disc_NLD200",8,22.6603300571442,1,8,"banana"
0.764779874213837,0.790117425103679,0.746907489353128,0.74905641905122,0.509447908228334,0.509447908228334,"test","KNN_Class",0,"Forest_disc_NLD200",8,22.6603300571442,1,8,"banana"
0.683288409703504,0.681074375694629,0.673062319907901,0.674037600548848,0.350894267201804,0.350894267201804,"train","RF",0,"Forest_disc_DIR50",5.5,2.61127996444702,1,5.5,"banana"
0.684905660377358,0.683715403780534,0.673583602137211,0.674445977011494,0.352764718978061,0.352764718978061,"test","RF",0,"Forest_disc_DIR50",5.5,2.61127996444702,1,5.5,"banana"
0.682479784366577,0.680312977331826,0.672103933979621,0.673051948051948,0.349050873581181,0.349050873581181,"train","CART",0,"Forest_disc_DIR50",5.5,2.61127996444702,1,5.5,"banana"
0.684276729559748,0.68309934299782,0.672882339865121,0.673720028254869,0.351386403639218,0.351386403639218,"test","CART",0,"Forest_disc_DIR50",5.5,2.61127996444702,1,5.5,"banana"
0.683288409703504,0.681074375694629,0.673062319907901,0.674037600548848,0.350894267201804,0.350894267201804,"train","Boosting",0,"Forest_disc_DIR50",5.5,2.61127996444702,1,5.5,"banana"
0.684905660377358,0.683715403780534,0.673583602137211,0.674445977011494,0.352764718978061,0.352764718978061,"test","Boosting",0,"Forest_disc_DIR50",5.5,2.61127996444702,1,5.5,"banana"
0.683288409703504,0.681074375694629,0.673062319907901,0.674037600548848,0.350894267201804,0.350894267201804,"train","SVM",0,"Forest_disc_DIR50",5.5,2.61127996444702,1,5.5,"banana"
0.684905660377358,0.683715403780534,0.673583602137211,0.674445977011494,0.352764718978061,0.352764718978061,"test","SVM",0,"Forest_disc_DIR50",5.5,2.61127996444702,1,5.5,"banana"
0.639353099730458,0.63477795365353,0.633642768364951,0.634016436591544,0.268253852664884,0.268253852664884,"train","NaiveBayes",0,"Forest_disc_DIR50",5.5,2.61127996444702,1,5.5,"banana"
0.645283018867924,0.640555616389997,0.637534563354289,0.63810028071886,0.277250592780888,0.277250592780888,"test","NaiveBayes",0,"Forest_disc_DIR50",5.5,2.61127996444702,1,5.5,"banana"
0.602156334231806,0.599308431135887,0.599991304759087,0.599395313681028,0.199129039155505,0.199129039155505,"train","KNN_Class",0,"Forest_disc_DIR50",5.5,2.61127996444702,1,5.5,"banana"
0.664779874213836,0.687051282051282,0.639996577648205,0.630076156811357,0.292377445454773,0.292377445454773,"test","KNN_Class",0,"Forest_disc_DIR50",5.5,2.61127996444702,1,5.5,"banana"
0.734770889487871,0.786988602137315,0.70978928434936,0.70559060429314,0.438990199570757,0.438990199570757,"train","RF",0,"Forest_disc_DIR100",4.5,6.28488993644714,1,4.5,"banana"
0.743396226415094,0.801711004336107,0.718212508855735,0.714479873806372,0.456917206495696,0.456917206495696,"test","RF",0,"Forest_disc_DIR100",4.5,6.28488993644714,1,4.5,"banana"
0.736388140161725,0.785207212112328,0.712044465581975,0.708582206550206,0.443133937431876,0.443133937431876,"train","CART",0,"Forest_disc_DIR100",4.5,6.28488993644714,1,4.5,"banana"
0.745283018867924,0.802921826625387,0.720316295672004,0.716956376689987,0.461132412724287,0.461132412724287,"test","CART",0,"Forest_disc_DIR100",4.5,6.28488993644714,1,4.5,"banana"
0.736388140161725,0.785207212112328,0.712044465581975,0.708582206550206,0.443133937431876,0.443133937431876,"train","Boosting",0,"Forest_disc_DIR100",4.5,6.28488993644714,1,4.5,"banana"
0.745283018867924,0.802921826625387,0.720316295672004,0.716956376689987,0.461132412724287,0.461132412724287,"test","Boosting",0,"Forest_disc_DIR100",4.5,6.28488993644714,1,4.5,"banana"
0.736388140161725,0.785207212112328,0.712044465581975,0.708582206550206,0.443133937431876,0.443133937431876,"train","SVM",0,"Forest_disc_DIR100",4.5,6.28488993644714,1,4.5,"banana"
0.745283018867924,0.802921826625387,0.720316295672004,0.716956376689987,0.461132412724287,0.461132412724287,"test","SVM",0,"Forest_disc_DIR100",4.5,6.28488993644714,1,4.5,"banana"
0.642048517520216,0.644543754106076,0.622605393810692,0.617715823179447,0.253090419343777,0.253090419343777,"train","NaiveBayes",0,"Forest_disc_DIR100",4.5,6.28488993644714,1,4.5,"banana"
0.661635220125786,0.673618319338071,0.639899824244644,0.633574641250803,0.290306951245211,0.290306951245211,"test","NaiveBayes",0,"Forest_disc_DIR100",4.5,6.28488993644714,1,4.5,"banana"
0.637735849056604,0.641301574108503,0.64232949029144,0.637558790280937,0.279891512342782,0.279891512342782,"train","KNN_Class",0,"Forest_disc_DIR100",4.5,6.28488993644714,1,4.5,"banana"
0.706918238993711,0.752270848696977,0.681079991875913,0.673306878306878,0.379373426320383,0.379373426320383,"test","KNN_Class",0,"Forest_disc_DIR100",4.5,6.28488993644714,1,4.5,"banana"
0.660646900269542,0.702493261455526,0.630999091993593,0.612730208542771,0.276353603862513,0.276353603862513,"train","RF",0,"Forest_disc_DIR200",4,21.8423171043396,1,4,"banana"
0.666666666666667,0.723998634953136,0.635412385395194,0.614272688657136,0.286690130472984,0.286690130472984,"test","RF",0,"Forest_disc_DIR200",4,21.8423171043396,1,4,"banana"
0.655795148247978,0.698739349500246,0.625417981111939,0.605123714156001,0.264958089763278,0.264958089763278,"train","CART",0,"Forest_disc_DIR200",4,21.8423171043396,1,4,"banana"
0.659748427672956,0.719724042088545,0.627436226713215,0.603031797974894,0.270366280046211,0.270366280046211,"test","CART",0,"Forest_disc_DIR200",4,21.8423171043396,1,4,"banana"
0.660916442048518,0.700548129412759,0.631694564387525,0.614282644628099,0.277573061061993,0.277573061061993,"train","Boosting",0,"Forest_disc_DIR200",4,21.8423171043396,1,4,"banana"
0.666666666666667,0.723998634953136,0.635412385395194,0.614272688657136,0.286690130472984,0.286690130472984,"test","Boosting",0,"Forest_disc_DIR200",4,21.8423171043396,1,4,"banana"
0.660916442048518,0.700548129412759,0.631694564387525,0.614282644628099,0.277573061061993,0.277573061061993,"train","SVM",0,"Forest_disc_DIR200",4,21.8423171043396,1,4,"banana"
0.666666666666667,0.723998634953136,0.635412385395194,0.614272688657136,0.286690130472984,0.286690130472984,"test","SVM",0,"Forest_disc_DIR200",4,21.8423171043396,1,4,"banana"
0.576010781671159,0.57135909491625,0.57133475766863,0.571346546517783,0.142693659773445,0.142693659773445,"train","NaiveBayes",0,"Forest_disc_DIR200",4,21.8423171043396,1,4,"banana"
0.594339622641509,0.587756467439786,0.585584382561358,0.585592662498954,0.172686013549379,0.172686013549379,"test","NaiveBayes",0,"Forest_disc_DIR200",4,21.8423171043396,1,4,"banana"
0.585714285714286,0.583613920541895,0.584358231000238,0.583458824239269,0.167666771858952,0.167666771858952,"train","KNN_Class",0,"Forest_disc_DIR200",4,21.8423171043396,1,4,"banana"
0.649685534591195,0.691887376506155,0.669719862914021,0.644110767173304,0.324015711369982,0.324015711369982,"test","KNN_Class",0,"Forest_disc_DIR200",4,21.8423171043396,1,4,"banana"
0.653099730458221,0.660973984383095,0.660651626054114,0.653092446561494,0.314197049081152,0.314197049081152,"train","RF",0,"GLMDisc",3,30.6566889286041,1,3,"banana"
0.633962264150943,0.641829748813669,0.64143508486313,0.633947784810127,0.276559683161629,0.276559683161629,"test","RF",0,"GLMDisc",3,30.6566889286041,1,3,"banana"
0.653099730458221,0.660973984383095,0.660651626054114,0.653092446561494,0.314197049081152,0.314197049081152,"train","CART",0,"GLMDisc",3,30.6566889286041,1,3,"banana"
0.633962264150943,0.641829748813669,0.64143508486313,0.633947784810127,0.276559683161629,0.276559683161629,"test","CART",0,"GLMDisc",3,30.6566889286041,1,3,"banana"
0.653099730458221,0.660973984383095,0.660651626054114,0.653092446561494,0.314197049081152,0.314197049081152,"train","Boosting",0,"GLMDisc",3,30.6566889286041,1,3,"banana"
0.633962264150943,0.641829748813669,0.64143508486313,0.633947784810127,0.276559683161629,0.276559683161629,"test","Boosting",0,"GLMDisc",3,30.6566889286041,1,3,"banana"
0.653099730458221,0.660973984383095,0.660651626054114,0.653092446561494,0.314197049081152,0.314197049081152,"train","SVM",0,"GLMDisc",3,30.6566889286041,1,3,"banana"
0.633962264150943,0.641829748813669,0.64143508486313,0.633947784810127,0.276559683161629,0.276559683161629,"test","SVM",0,"GLMDisc",3,30.6566889286041,1,3,"banana"
0.598921832884097,0.615449440342576,0.61127337984308,0.597657168994659,0.215356079395649,0.215356079395649,"train","NaiveBayes",0,"GLMDisc",3,30.6566889286041,1,3,"banana"
0.588050314465409,0.603448561251109,0.599947065493258,0.586869638518372,0.19357336550419,0.19357336550419,"test","NaiveBayes",0,"GLMDisc",3,30.6566889286041,1,3,"banana"
0.492991913746631,0.447026394210302,0.463446205981444,0.429577459608036,-0.0768026021599286,-0.0768026021599286,"train","KNN_Class",0,"GLMDisc",3,30.6566889286041,1,3,"banana"
0.610062893081761,0.632963388187269,0.625015792394383,0.607519321451948,0.240810479865074,0.240810479865074,"test","KNN_Class",0,"GLMDisc",3,30.6566889286041,1,3,"banana"
0.790296495956873,0.825058760137376,0.771669142558181,0.775113044188287,0.56171356847863,0.56171356847863,"train","RF",0,"Forest_disc_NLD50",8,2.44529986381531,2,8,"banana"
0.784276729559748,0.816004939209726,0.766023882897996,0.769150767571475,0.549560189964898,0.549560189964898,"test","RF",0,"Forest_disc_NLD50",8,2.44529986381531,2,8,"banana"
0.771967654986523,0.80782996390811,0.752126588607296,0.754102521916939,0.522403221776512,0.522403221776512,"train","CART",0,"Forest_disc_NLD50",8,2.44529986381531,2,8,"banana"
0.779874213836478,0.816891153986167,0.760328225926394,0.762850801832761,0.539181573225,0.539181573225,"test","CART",0,"Forest_disc_NLD50",8,2.44529986381531,2,8,"banana"
0.790835579514825,0.823471008252689,0.772665276407314,0.776224532847648,0.563247734363551,0.563247734363551,"train","Boosting",0,"Forest_disc_NLD50",8,2.44529986381531,2,8,"banana"
0.788050314465409,0.816861902122624,0.770624867064022,0.774109166025526,0.558157791011596,0.558157791011596,"test","Boosting",0,"Forest_disc_NLD50",8,2.44529986381531,2,8,"banana"
0.790835579514825,0.825425499231951,0.772270465468584,0.775758459452454,0.562891243583339,0.562891243583339,"train","SVM",0,"Forest_disc_NLD50",8,2.44529986381531,2,8,"banana"
0.781132075471698,0.813792114695341,0.762517571537548,0.765378933460428,0.542684287520766,0.542684287520766,"test","SVM",0,"Forest_disc_NLD50",8,2.44529986381531,2,8,"banana"
0.657142857142857,0.663149780326741,0.637524782170996,0.633192790956454,0.284086492410357,0.284086492410357,"train","NaiveBayes",0,"Forest_disc_NLD50",8,2.44529986381531,2,8,"banana"
0.652201257861635,0.658637937668334,0.631872490208715,0.626511812237731,0.272795692699589,0.272795692699589,"test","NaiveBayes",0,"Forest_disc_NLD50",8,2.44529986381531,2,8,"banana"
0.764150943396226,0.761591825046417,0.761907118964115,0.761742612149413,0.523489456071196,0.523489456071196,"train","KNN_Class",0,"Forest_disc_NLD50",8,2.44529986381531,2,8,"banana"
0.791823899371069,0.819562420041058,0.774832440696561,0.778570073195699,0.5663762604,0.5663762604,"test","KNN_Class",0,"Forest_disc_NLD50",8,2.44529986381531,2,8,"banana"
0.861185983827493,0.868548932955989,0.85316837247122,0.857263720152773,0.715660920010632,0.715660920010632,"train","RF",0,"Forest_disc_NLD100",10,5.73939204216003,2,10,"banana"
0.860377358490566,0.866653704451524,0.852843670488293,0.856661593363665,0.714305139399473,0.714305139399473,"test","RF",0,"Forest_disc_NLD100",10,5.73939204216003,2,10,"banana"
0.857681940700809,0.868837160366202,0.848075340737409,0.852883922134102,0.707564292771305,0.707564292771305,"train","CART",0,"Forest_disc_NLD100",10,5.73939204216003,2,10,"banana"
0.860377358490566,0.869472294051526,0.851663438887832,0.856104139217553,0.713620896960964,0.713620896960964,"test","CART",0,"Forest_disc_NLD100",10,5.73939204216003,2,10,"banana"
0.864420485175202,0.866354981217418,0.859370781816724,0.861798644580577,0.723927051991892,0.723927051991892,"train","Boosting",0,"Forest_disc_NLD100",10,5.73939204216003,2,10,"banana"
0.858490566037736,0.85910753190165,0.854280578473407,0.856098468469374,0.712391408160608,0.712391408160608,"test","Boosting",0,"Forest_disc_NLD100",10,5.73939204216003,2,10,"banana"
0.864420485175202,0.866354981217418,0.859370781816724,0.861798644580577,0.723927051991892,0.723927051991892,"train","SVM",0,"Forest_disc_NLD100",10,5.73939204216003,2,10,"banana"
0.858490566037736,0.85910753190165,0.854280578473407,0.856098468469374,0.712391408160608,0.712391408160608,"test","SVM",0,"Forest_disc_NLD100",10,5.73939204216003,2,10,"banana"
0.715902964959569,0.720076423634277,0.702617766903504,0.703932225606137,0.41368182694652,0.41368182694652,"train","NaiveBayes",0,"Forest_disc_NLD100",10,5.73939204216003,2,10,"banana"
0.707547169811321,0.709570390316952,0.695157212286563,0.696374854983933,0.397667412369101,0.397667412369101,"test","NaiveBayes",0,"Forest_disc_NLD100",10,5.73939204216003,2,10,"banana"
0.861185983827493,0.865348165612866,0.854691214663466,0.857937678758253,0.716535659699772,0.716535659699772,"train","KNN_Class",0,"Forest_disc_NLD100",10,5.73939204216003,2,10,"banana"
0.837735849056604,0.835845241154323,0.836515534118768,0.836158679492156,0.672325734834821,0.672325734834821,"test","KNN_Class",0,"Forest_disc_NLD100",10,5.73939204216003,2,10,"banana"
0.755795148247978,0.753565730309916,0.751120173223299,0.752049326048283,0.50428821677609,0.50428821677609,"train","RF",0,"Forest_disc_NLD200",5.5,21.9170529842377,2,5.5,"banana"
0.750943396226415,0.74990052545484,0.744068856438739,0.745714659571684,0.492269209245016,0.492269209245016,"test","RF",0,"Forest_disc_NLD200",5.5,21.9170529842377,2,5.5,"banana"
0.749056603773585,0.746762664272072,0.744111250907345,0.745086452269791,0.490407622559267,0.490407622559267,"train","CART",0,"Forest_disc_NLD200",5.5,21.9170529842377,2,5.5,"banana"
0.745283018867924,0.744410268543712,0.737888632834427,0.739594601425466,0.480248725138382,0.480248725138382,"test","CART",0,"Forest_disc_NLD200",5.5,21.9170529842377,2,5.5,"banana"
0.755795148247978,0.753565730309916,0.751120173223299,0.752049326048283,0.50428821677609,0.50428821677609,"train","Boosting",0,"Forest_disc_NLD200",5.5,21.9170529842377,2,5.5,"banana"
0.750943396226415,0.74990052545484,0.744068856438739,0.745714659571684,0.492269209245016,0.492269209245016,"test","Boosting",0,"Forest_disc_NLD200",5.5,21.9170529842377,2,5.5,"banana"
0.755795148247978,0.753565730309916,0.751120173223299,0.752049326048283,0.50428821677609,0.50428821677609,"train","SVM",0,"Forest_disc_NLD200",5.5,21.9170529842377,2,5.5,"banana"
0.750943396226415,0.74990052545484,0.744068856438739,0.745714659571684,0.492269209245016,0.492269209245016,"test","SVM",0,"Forest_disc_NLD200",5.5,21.9170529842377,2,5.5,"banana"
0.688140161725067,0.685829437852092,0.678530627664203,0.679620393228132,0.361568109743528,0.361568109743528,"train","NaiveBayes",0,"Forest_disc_NLD200",5.5,21.9170529842377,2,5.5,"banana"
0.671069182389937,0.669307783436368,0.659073790062706,0.659506741936025,0.323622184300896,0.323622184300896,"test","NaiveBayes",0,"Forest_disc_NLD200",5.5,21.9170529842377,2,5.5,"banana"
0.693261455525606,0.697519454103027,0.698794798483385,0.693152218152218,0.390670781991595,0.390670781991595,"train","KNN_Class",0,"Forest_disc_NLD200",5.5,21.9170529842377,2,5.5,"banana"
0.730817610062893,0.728620073639933,0.724513474310772,0.725756454709435,0.452109938699304,0.452109938699304,"test","KNN_Class",0,"Forest_disc_NLD200",5.5,21.9170529842377,2,5.5,"banana"
0.871428571428571,0.871619496855346,0.867977601529422,0.869447640622811,0.738997889470804,0.738997889470804,"train","RF",0,"Forest_disc_DIR50",8.5,2.67492985725403,2,8.5,"banana"
0.859119496855346,0.85772674659678,0.857342303946419,0.857528933435098,0.715059690578633,0.715059690578633,"test","RF",0,"Forest_disc_DIR50",8.5,2.67492985725403,2,8.5,"banana"
0.861185983827493,0.860329123549443,0.858582922488096,0.859357677573584,0.718746844338563,0.718746844338563,"train","CART",0,"Forest_disc_DIR50",8.5,2.67492985725403,2,8.5,"banana"
0.852830188679245,0.851496574107465,0.850723091759009,0.851087605602686,0.702182839853037,0.702182839853037,"test","CART",0,"Forest_disc_DIR50",8.5,2.67492985725403,2,8.5,"banana"
0.871428571428571,0.871560054759159,0.868034003092098,0.869465205437014,0.739027449698852,0.739027449698852,"train","Boosting",0,"Forest_disc_DIR50",8.5,2.67492985725403,2,8.5,"banana"
0.859119496855346,0.85772674659678,0.857342303946419,0.857528933435098,0.715059690578633,0.715059690578633,"test","Boosting",0,"Forest_disc_DIR50",8.5,2.67492985725403,2,8.5,"banana"
0.871428571428571,0.871560054759159,0.868034003092098,0.869465205437014,0.739027449698852,0.739027449698852,"train","SVM",0,"Forest_disc_DIR50",8.5,2.67492985725403,2,8.5,"banana"
0.859119496855346,0.85772674659678,0.857342303946419,0.857528933435098,0.715059690578633,0.715059690578633,"test","SVM",0,"Forest_disc_DIR50",8.5,2.67492985725403,2,8.5,"banana"
0.705660377358491,0.72035010349823,0.686906112842489,0.685651866650569,0.385824350845937,0.385824350845937,"train","NaiveBayes",0,"Forest_disc_DIR50",8.5,2.67492985725403,2,8.5,"banana"
0.688050314465409,0.702045654976569,0.668172608071953,0.665127275753659,0.347840109024092,0.347840109024092,"test","NaiveBayes",0,"Forest_disc_DIR50",8.5,2.67492985725403,2,8.5,"banana"
0.870350404312668,0.869313361611877,0.868297797900863,0.868771082824066,0.737552375251673,0.737552375251673,"train","KNN_Class",0,"Forest_disc_DIR50",8.5,2.67492985725403,2,8.5,"banana"
0.859748427672956,0.858707865168539,0.857387881996031,0.857988578047406,0.715996379568592,0.715996379568592,"test","KNN_Class",0,"Forest_disc_DIR50",8.5,2.67492985725403,2,8.5,"banana"
0.832075471698113,0.831135598799772,0.828593154084075,0.829646566726006,0.659380523591936,0.659380523591936,"train","RF",0,"Forest_disc_DIR100",9,6.15522503852844,2,9,"banana"
0.827672955974843,0.826514103948913,0.824377379853862,0.825282012782013,0.650631839447503,0.650631839447503,"test","RF",0,"Forest_disc_DIR100",9,6.15522503852844,2,9,"banana"
0.822102425876011,0.820372364498962,0.819611939623302,0.819967584459951,0.639945758062254,0.639945758062254,"train","CART",0,"Forest_disc_DIR100",9,6.15522503852844,2,9,"banana"
0.818238993710692,0.816341229193342,0.816087772128943,0.816211511748408,0.632424346657494,0.632424346657494,"test","CART",0,"Forest_disc_DIR100",9,6.15522503852844,2,9,"banana"
0.832345013477089,0.830434559389783,0.83086787023293,0.830642294320533,0.661288168233051,0.661288168233051,"train","Boosting",0,"Forest_disc_DIR100",9,6.15522503852844,2,9,"banana"
0.825786163522013,0.823828933582071,0.824240645705028,0.824026427800013,0.648056371072268,0.648056371072268,"test","Boosting",0,"Forest_disc_DIR100",9,6.15522503852844,2,9,"banana"
0.831805929919137,0.830881880527168,0.828292492628874,0.829361970740101,0.658814475212674,0.658814475212674,"train","SVM",0,"Forest_disc_DIR100",9,6.15522503852844,2,9,"banana"
0.826415094339623,0.825511150542404,0.822712581620691,0.823846476206991,0.647803789696712,0.647803789696712,"test","SVM",0,"Forest_disc_DIR100",9,6.15522503852844,2,9,"banana"
0.655256064690027,0.651131142263455,0.645628834828905,0.646217533245788,0.294731948229997,0.294731948229997,"train","NaiveBayes",0,"Forest_disc_DIR100",9,6.15522503852844,2,9,"banana"
0.667295597484277,0.663344342219077,0.659456005987516,0.660248039006988,0.321653754772401,0.321653754772401,"test","NaiveBayes",0,"Forest_disc_DIR100",9,6.15522503852844,2,9,"banana"
0.831536388140162,0.829845542806708,0.829345468677892,0.8295850120358,0.659174257312228,0.659174257312228,"train","KNN_Class",0,"Forest_disc_DIR100",9,6.15522503852844,2,9,"banana"
0.827672955974843,0.8262735351153,0.824770790387349,0.825435749489121,0.650907307660872,0.650907307660872,"test","KNN_Class",0,"Forest_disc_DIR100",9,6.15522503852844,2,9,"banana"
0.848517520215633,0.859804032681826,0.83852967001267,0.843251614455295,0.688554665525857,0.688554665525857,"train","RF",0,"Forest_disc_DIR200",10,22.8132700920105,2,10,"banana"
0.832704402515723,0.845222834844296,0.821725856827352,0.826356785198737,0.655485882692186,0.655485882692186,"test","RF",0,"Forest_disc_DIR200",10,22.8132700920105,2,10,"banana"
0.836388140161725,0.850451196983404,0.824999904528605,0.829892038169049,0.662746365414688,0.662746365414688,"train","CART",0,"Forest_disc_DIR200",10,22.8132700920105,2,10,"banana"
0.820125786163522,0.835516277480073,0.807700611385557,0.812333169907937,0.628590237201089,0.628590237201089,"test","CART",0,"Forest_disc_DIR200",10,22.8132700920105,2,10,"banana"
0.848787061994609,0.8586271492898,0.839337945531953,0.843829665677935,0.68944728656747,0.68944728656747,"train","Boosting",0,"Forest_disc_DIR200",10,22.8132700920105,2,10,"banana"
0.828301886792453,0.839160122908843,0.817734978834193,0.822094511599084,0.646750054932088,0.646750054932088,"test","Boosting",0,"Forest_disc_DIR200",10,22.8132700920105,2,10,"banana"
0.848787061994609,0.856911810052421,0.840014764284063,0.844193859247836,0.689873747796584,0.689873747796584,"train","SVM",0,"Forest_disc_DIR200",10,22.8132700920105,2,10,"banana"
