"disc_method","class_method","data","mean_NB_interval","std_NB_interval","SE_NB_interval","mean_exetimepervar","std_exetimepervar","SE_exetimepervar","mean_acc","std_acc","SE_acc","mean_F1","std_F1","SE_F1","mean_Kappa","std_Kappa","SE_Kappa"
"CAIM","KNNC","TEST",3.31015238095238,0.0014798025255699,0.000467954646807043,0.670918444601087,0.0432069146695866,0.0136632261024435,0.867183685745402,0.00854430845851221,0.00270194757599409,0.825725467528125,0.00827683078105915,0.00261736370759373,0.707650042015328,0.0130084307686953,0.0041136270013692
"CAIM","NaiveBayes","TEST",3.31015238095238,0.0014798025255699,0.000467954646807043,0.670918444601087,0.0432069146695866,0.0136632261024435,0.799328083813072,0.00391837721705062,0.00123909967375919,0.73903118928432,0.00509686275368155,0.00161176952229115,0.582810772507325,0.00791347941054952,0.00250246191541832
"CAIM","RF","TEST",3.31015238095238,0.0014798025255699,0.000467954646807043,0.670918444601087,0.0432069146695866,0.0136632261024435,0.822956002710632,0.0035343063285695,0.0011176457947027,0.761359411282021,0.00523450512337014,0.00165529586136703,0.61638098325504,0.00721799283618721,0.00228252974971302
"CAIM","SVM","TEST",3.31015238095238,0.0014798025255699,0.000467954646807043,0.670918444601087,0.0432069146695866,0.0136632261024435,0.80934095407561,0.00390401658664369,0.00123455844368701,0.73819778855762,0.00567590734970141,0.00179487950131463,0.592416335223524,0.00902674824961805,0.00285450843337312
"Chi2","Boosting","TEST",32.324686099646,0.631521838301031,0.199704740116782,26.0346965332173,1.90249796889673,0.601622682555785,0.785778222510197,0.00679183791484876,0.00214776773096108,0.738482647364993,0.00639121588418194,0.00202107992118618,0.594330792616135,0.010076747815299,0.00318654745034705
"Chi2","CART","TEST",32.324686099646,0.631521838301031,0.199704740116782,26.0346965332173,1.90249796889673,0.601622682555785,0.78182959992632,0.00481349769405666,0.00152216162251874,0.723228507356214,0.00558387504073915,0.00176577632985012,0.562984161264374,0.00772689863718537,0.00244345989427568
"Chi2","KNNC","TEST",32.324686099646,0.631521838301031,0.199704740116782,26.0346965332173,1.90249796889673,0.601622682555785,0.917747334811445,0.00488457413264438,0.00154463796590977,0.889777659662294,0.00759588035208407,0.00240202827467074,0.815758145364962,0.0111271421328213,0.0035187112988139
"Chi2","NaiveBayes","TEST",32.324686099646,0.631521838301031,0.199704740116782,26.0346965332173,1.90249796889673,0.601622682555785,0.803024489691872,0.00443592564128928,0.00140276285576172,0.747777598678457,0.00556329110907739,0.00175926711912488,0.594953574965507,0.00938072522249891,0.00296644578072864
"Chi2","RF","TEST",32.324686099646,0.631521838301031,0.199704740116782,26.0346965332173,1.90249796889673,0.601622682555785,0.828348306653558,0.00373764947014863,0.00118194854209912,0.773785387960027,0.00431060964207696,0.00136313445728464,0.63397686674103,0.00694753223988392,0.00219700259954845
"Chi2","SVM","TEST",32.324686099646,0.631521838301031,0.199704740116782,26.0346965332173,1.90249796889673,0.601622682555785,0.796666047335381,0.00457436581939216,0.00144654148401017,0.716626735542046,0.0043826744188818,0.00138592334066214,0.552558345002639,0.00828505851087015,0.00261996554421126
"ChiMerge","Boosting","TEST",29.0438908615507,0.335296686136686,0.106030122009853,23.8204142555239,1.85208235515221,0.585679865648986,0.782660562645158,0.0045186727653396,0.00142892979394447,0.734856888377467,0.00506148726505458,0.00160058281055089,0.588930106446029,0.00642695834057665,0.00203238267832384
"ChiMerge","CART","TEST",29.0438908615507,0.335296686136686,0.106030122009853,23.8204142555239,1.85208235515221,0.585679865648986,0.779322782373007,0.00437406713176905,0.00138320147748701,0.721207135461857,0.00562984858855556,0.00178031444217197,0.560225253124049,0.00775323988054432,0.00245178972681719
"ChiMerge","KNNC","TEST",29.0438908615507,0.335296686136686,0.106030122009853,23.8204142555239,1.85208235515221,0.585679865648986,0.908958717787886,0.00570249056004717,0.00180328585053582,0.88061065160632,0.00648977746050756,0.00205224782828273,0.800908823467799,0.0099840046828276,0.00315721949675222
"ChiMerge","NaiveBayes","TEST",29.0438908615507,0.335296686136686,0.106030122009853,23.8204142555239,1.85208235515221,0.585679865648986,0.800475043259452,0.00448700531069016,0.00141891566550524,0.746168269306864,0.00614458015211098,0.00194308685461346,0.589881323614044,0.010110141096229,0.00319710733297552
"ChiMerge","RF","TEST",29.0438908615507,0.335296686136686,0.106030122009853,23.8204142555239,1.85208235515221,0.585679865648986,0.825776319988208,0.00391152786495729,0.00123693371844805,0.770634709463765,0.00561253852947787,0.00177484052086021,0.628258040252351,0.00789092997468505,0.00249533115768996
"ChiMerge","SVM","TEST",29.0438908615507,0.335296686136686,0.106030122009853,23.8204142555239,1.85208235515221,0.585679865648986,0.795332830756459,0.00382554487461768,0.00120974350949751,0.717622233962672,0.00444743192491942,0.00140640146212923,0.551738258060225,0.00660822853345899,0.00208970534646446
"ClusterDisc","Boosting","TEST",2.97952380952381,0.00150584650484196,0.000476190476190437,0.00117068113205514,0.000258844340525333,8.18537675504278e-05,0.755956737390637,0.00527878861234275,0.00166929953015627,0.685953311462804,0.00649725885721099,0.00205461365364894,0.508951139809486,0.00928693697515887,0.00293678733279366
"ClusterDisc","CART","TEST",2.97952380952381,0.00150584650484196,0.000476190476190437,0.00117068113205514,0.000258844340525333,8.18537675504278e-05,0.780517851823451,0.00603653682862801,0.0019089205557954,0.694221117229659,0.00813797838889431,0.00257345472581335,0.522967686268502,0.0142616188435728,0.00450991986668666
"ClusterDisc","KNNC","TEST",2.97952380952381,0.00150584650484196,0.000476190476190437,0.00117068113205514,0.000258844340525333,8.18537675504278e-05,0.876471395628763,0.00390669099538346,0.00123540416598821,0.829186556807347,0.00773503791087927,0.0024460337586129,0.723768493475395,0.00960990064278374,0.00303891741191128
"ClusterDisc","NaiveBayes","TEST",2.97952380952381,0.00150584650484196,0.000476190476190437,0.00117068113205514,0.000258844340525333,8.18537675504278e-05,0.787253914374382,0.0018917684613761,0.000598229714362074,0.718041081663541,0.0040166111374157,0.00127016396694332,0.550465076151464,0.00493322827278627,0.00156002375595431
"ClusterDisc","RF","TEST",2.97952380952381,0.00150584650484196,0.000476190476190437,0.00117068113205514,0.000258844340525333,8.18537675504278e-05,0.812046293425551,0.00496265649360373,0.00156932977648126,0.730825213617601,0.00694676795978171,0.00219676091295912,0.567213697497666,0.0104623707469168,0.00330849212853741
"ClusterDisc","SVM","TEST",2.97952380952381,0.00150584650484196,0.000476190476190437,0.00117068113205514,0.000258844340525333,8.18537675504278e-05,0.804205036114648,0.00379978809907758,0.00120159850190867,0.71196968745618,0.00576853800679661,0.00182417188707252,0.546464552776759,0.00880037747951025,0.00278292371045042
"EqualLength","Boosting","TEST",4.99285714285714,0.00752923252421045,0.00238095238095239,0.00167447297932036,0.00011942730448806,3.77662296996719e-05,0.754944635391226,0.00508659422894524,0.00160852232965349,0.677686693725512,0.00551555801962465,0.00174417259088216,0.493831253376095,0.00950952698232782,0.00300717647349837
"EqualLength","CART","TEST",4.99285714285714,0.00752923252421045,0.00238095238095239,0.00167447297932036,0.00011942730448806,3.77662296996719e-05,0.778473308031788,0.00636869633925277,0.00201395861580152,0.685524976153078,0.00917959215230843,0.00290284191927019,0.509341408848909,0.0151650494147353,0.00479560969795671
"EqualLength","KNNC","TEST",4.99285714285714,0.00752923252421045,0.00238095238095239,0.00167447297932036,0.00011942730448806,3.77662296996719e-05,0.873983992414889,0.00295691810892142,0.000935059607878952,0.825994712419495,0.00494542320621536,0.00156388013250931,0.720156709261478,0.00534436869738005,0.00169003777394281
"EqualLength","NaiveBayes","TEST",4.99285714285714,0.00752923252421045,0.00238095238095239,0.00167447297932036,0.00011942730448806,3.77662296996719e-05,0.790989139600286,0.00772064279695373,0.00244148162389467,0.716971057901697,0.00749405849072696,0.0023698293749221,0.544849746032061,0.0140584322969712,0.00444566663897018
"EqualLength","RF","TEST",4.99285714285714,0.00752923252421045,0.00238095238095239,0.00167447297932036,0.00011942730448806,3.77662296996719e-05,0.814903360880021,0.00448397966129815,0.00141795887115725,0.727580633642464,0.00442076487808728,0.00139796860148324,0.560875822867326,0.00743292281239887,0.00235049657594049
"EqualLength","SVM","TEST",4.99285714285714,0.00752923252421045,0.00238095238095239,0.00167447297932036,0.00011942730448806,3.77662296996719e-05,0.785213416860166,0.00552001977044152,0.0017455835203755,0.658754580238152,0.00760709881280098,0.00240557586344139,0.478131024671578,0.0132234632124949,0.00418162623069309
"ExtendedChi2","Boosting","TEST",5.61897097887493,0.123750034891809,0.0391331970783424,28.2726183637391,1.93783770633182,0.612798088776506,0.771159423153509,0.00401026136913981,0.00126815599390671,0.71736149701934,0.00664845027534893,0.00210242457804762,0.56418836319899,0.00954657624710815,0.00301889247973242
"ExtendedChi2","CART","TEST",5.61897097887493,0.123750034891809,0.0391331970783424,28.2726183637391,1.93783770633182,0.612798088776506,0.788418147396894,0.00494272614416184,0.00156302724660132,0.723232440035168,0.00744446741764238,0.00235414730066619,0.572336523553933,0.0118818552008706,0.00375737252630685
"ExtendedChi2","KNNC","TEST",5.61897097887493,0.123750034891809,0.0391331970783424,28.2726183637391,1.93783770633182,0.612798088776506,0.863575531464185,0.00400113058198286,0.00126526858548209,0.822264573667653,0.00648400270068757,0.00205042168888558,0.709294461540084,0.0110515941734638,0.00349482093639916
"ExtendedChi2","NaiveBayes","TEST",5.61897097887493,0.123750034891809,0.0391331970783424,28.2726183637391,1.93783770633182,0.612798088776506,0.795688656093823,0.00529400418758325,0.00167411111752324,0.737502424063436,0.00775300648810637,0.00245171592164793,0.581351950448788,0.0116460312306061,0.00368279843901689
"ExtendedChi2","RF","TEST",5.61897097887493,0.123750034891809,0.0391331970783424,28.2726183637391,1.93783770633182,0.612798088776506,0.819902189799015,0.00319510663958009,0.00101038143481998,0.759361669869256,0.00411138551804488,0.00130013425760531,0.617516261911461,0.00524027753563142,0.00165712125840095
"ExtendedChi2","SVM","TEST",5.61897097887493,0.123750034891809,0.0391331970783424,28.2726183637391,1.93783770633182,0.612798088776506,0.806993758052195,0.00269704040990853,0.00085287906368251,0.736576820061893,0.00580658637985764,0.00183620383908618,0.589967084798756,0.00683507709581275,0.00216144116056172
"ForestDisc","Boosting","TEST",6.76400945443446,0.14114660153483,0.0446344744842281,0.463390659530881,0.0115944717802415,0.00366649390921104,0.776206177964523,0.00348329777351908,0.00110151547329136,0.720761926124675,0.00595173458896138,0.0018821037329924,0.56583320571778,0.0109011297091573,0.0034472398949866
"ForestDisc","CART","TEST",6.76400945443446,0.14114660153483,0.0446344744842281,0.463390659530881,0.0115944717802415,0.00366649390921104,0.788779094492675,0.00399746627793024,0.00126410983079752,0.718774332413482,0.00555001796542785,0.00175506978256056,0.56051531881549,0.0111037931540972,0.00351132770343322
"ForestDisc","KNNC","TEST",6.76400945443446,0.14114660153483,0.0446344744842281,0.463390659530881,0.0115944717802415,0.00366649390921104,0.910609340301062,0.00251797072763905,0.000796252258097088,0.877437696397787,0.00722614945806348,0.0022851091000272,0.797431692391829,0.00925607355861821,0.00292702746352936
"ForestDisc","NaiveBayes","TEST",6.76400945443446,0.14114660153483,0.0446344744842281,0.463390659530881,0.0115944717802415,0.00366649390921104,0.804520130980504,0.00603763842525713,0.00190926891123648,0.745829609077147,0.00779218691693525,0.00246410586112806,0.592941838996238,0.0127922193723297,0.00404525495450914
"ForestDisc","RF","TEST",6.76400945443446,0.14114660153483,0.0446344744842281,0.463390659530881,0.0115944717802415,0.00366649390921104,0.831923384558071,0.00509937170329103,0.0016125629218212,0.768769985351106,0.00660000047058855,0.0020871034045243,0.626810845262115,0.0124288561119365,0.00393034940242242
"ForestDisc","SVM","TEST",6.76400945443446,0.14114660153483,0.0446344744842281,0.463390659530881,0.0115944717802415,0.00366649390921104,0.79712164537027,0.00321849576162049,0.00101777772463191,0.680948365651359,0.00595650734915067,0.00188361301228479,0.522404609728259,0.00878643818278825,0.00277851571778817
"GLMDisc","Boosting","TEST",2.82665314802157,0.0302366566483668,0.0095616703837312,9.30464102161455,0.512655794154338,0.162115996521014,0.734749126743563,0.00867299862714366,0.00274264298052874,0.665092280807397,0.0110639262972794,0.0034987206963636,0.484841357729154,0.0182237965938049,0.00576287048520419
"GLMDisc","CART","TEST",2.82665314802157,0.0302366566483668,0.0095616703837312,9.30464102161455,0.512655794154338,0.162115996521014,0.765479794883664,0.00480012688285416,0.00151793340076234,0.678670303636779,0.00595977400133141,0.00188464601840626,0.507453072655634,0.0108752184423907,0.00343904603298232
"GLMDisc","KNNC","TEST",2.82665314802157,0.0302366566483668,0.0095616703837312,9.30464102161455,0.512655794154338,0.162115996521014,0.840780991321756,0.00792939644013489,0.00250749532212572,0.791113781832982,0.00876622819949757,0.00277212475992092,0.673351357446836,0.0119811415476494,0.0037887696259447
"GLMDisc","NaiveBayes","TEST",2.82665314802157,0.0302366566483668,0.0095616703837312,9.30464102161455,0.512655794154338,0.162115996521014,0.770314095257883,0.0036061176391837,0.00114035452503297,0.701470432699847,0.00643997930179349,0.00203650026780083,0.527822155450526,0.00837031172363801,0.0026469249772306
"GLMDisc","RF","TEST",2.82665314802157,0.0302366566483668,0.0095616703837312,9.30464102161455,0.512655794154338,0.162115996521014,0.795416675568314,0.00371362626296487,0.00117435173695884,0.712848211473765,0.00660870164693164,0.00208985495808099,0.5483363849928,0.0100446805116621,0.00317640687855576
"GLMDisc","SVM","TEST",2.82665314802157,0.0302366566483668,0.0095616703837312,9.30464102161455,0.512655794154338,0.162115996521014,0.784759998600351,0.00343257137871076,0.00108547437878304,0.694211228600016,0.00703866584179588,0.00222582157489014,0.526624941315485,0.0108018759543,0.00341585310181928
"Infogain","Boosting","TEST",3.05461108058608,0.0148931240353683,0.00470961934271619,0.104802921567082,0.00231383973933489,0.000731700371690854,0.76936240684072,0.00600305255441425,0.00189833189856409,0.715018942025968,0.00754003853032013,0.00238436954012402,0.556298419132536,0.0137076776145265,0.00433474826932075
"Infogain","CART","TEST",3.05461108058608,0.0148931240353683,0.00470961934271619,0.104802921567082,0.00231383973933489,0.000731700371690854,0.786591441083256,0.00515171999860816,0.00162911690630413,0.723356322491242,0.00624896654589294,0.00197609673072168,0.566571836521761,0.00973791410169764,0.00307939882204371
"Infogain","KNNC","TEST",3.05461108058608,0.0148931240353683,0.00470961934271619,0.104802921567082,0.00231383973933489,0.000731700371690854,0.86499497073149,0.0104574260458896,0.00330692847677795,0.82704898642461,0.0115818338042142,0.00366249743028496,0.710566404859658,0.0160894638931885,0.00508793522335157
"Infogain","NaiveBayes","TEST",3.05461108058608,0.0148931240353683,0.00470961934271619,0.104802921567082,0.00231383973933489,0.000731700371690854,0.796231957628649,0.00318106651920795,0.00100594155892009,0.737752341362889,0.00486349226614204,0.00153797129436227,0.581116645043447,0.00774201832901572,0.00244824116064605
"Infogain","RF","TEST",3.05461108058608,0.0148931240353683,0.00470961934271619,0.104802921567082,0.00231383973933489,0.000731700371690854,0.821322381772727,0.00413820026512197,0.00130861382516981,0.7584143033177,0.00640483410662246,0.00202538638124567,0.608243758164057,0.0132371513850367,0.00418595481091684
"Infogain","SVM","TEST",3.05461108058608,0.0148931240353683,0.00470961934271619,0.104802921567082,0.00231383973933489,0.000731700371690854,0.80784269697076,0.00414547566747359,0.00131091450940233,0.738320930264847,0.00630351819010201,0.00199334747530246,0.589975915438053,0.0108085870882542,0.00341797534871706
"Logreg","Boosting","TEST",2.97728522588523,0.00826354121935857,0.00261316117918582,0.0108275083758829,0.000482326666409119,0.000152525084208904,0.756483987695805,0.00259355071496981,0.000820152748646277,0.688343283079242,0.00244518121948026,0.000773234194542571,0.51420232095265,0.00439531893164481,0.00138992188668555
"Logreg","CART","TEST",2.97728522588523,0.00826354121935857,0.00261316117918582,0.0108275083758829,0.000482326666409119,0.000152525084208904,0.782103473080487,0.00430326912203678,0.00136081318103093,0.703343908927139,0.00654795957303835,0.00207064662775049,0.536987777911297,0.00929931053914658,0.00294070019729116
"Logreg","KNNC","TEST",2.97728522588523,0.00826354121935857,0.00261316117918582,0.0108275083758829,0.000482326666409119,0.000152525084208904,0.875049677492291,0.00707208360999377,0.00223638920107262,0.832969766129373,0.00875739573399594,0.00276933168908692,0.715793037268893,0.0139703801280075,0.00441782209828583
"Logreg","NaiveBayes","TEST",2.97728522588523,0.00826354121935857,0.00261316117918582,0.0108275083758829,0.000482326666409119,0.000152525084208904,0.78503180148665,0.00406675337687007,0.00128602033530905,0.717129453190225,0.00664880983272817,0.00210253828007441,0.547627777407912,0.0102056741130567,0.00322731752546779
"Logreg","RF","TEST",2.97728522588523,0.00826354121935857,0.00261316117918582,0.0108275083758829,0.000482326666409119,0.000152525084208904,0.812475618276052,0.00329488388766222,0.0010419337710803,0.736317299605736,0.00373637545133739,0.00118154566197658,0.573155006990716,0.00672570412517633,0.00212685439039474
"Logreg","SVM","TEST",2.97728522588523,0.00826354121935857,0.00261316117918582,0.0108275083758829,0.000482326666409119,0.000152525084208904,0.799836136114294,0.00309355500170102,0.000978267987238129,0.713148119732426,0.0037023547031937,0.00117078735679288,0.549866570763374,0.00509103548359634,0.00160992677769012
"MDLP","Boosting","TEST",5.50338678346507,0.140384142304733,0.0443933637052157,0.431439193605014,0.0273097040601904,0.00863608670553498,0.767711065877555,0.00544330241823515,0.00172132336347255,0.709042463177593,0.00747763441948345,0.00236463562756387,0.552578456796774,0.0113563955418704,0.00359120759220926
"MDLP","CART","TEST",5.50338678346507,0.140384142304733,0.0443933637052157,0.431439193605014,0.0273097040601904,0.00863608670553498,0.783482076543466,0.00528534492989831,0.00167137281981016,0.712903071479819,0.00751933562400771,0.00237782270631079,0.557069757594024,0.0109251483133004,0.00345483524451762
"MDLP","KNNC","TEST",5.50338678346507,0.140384142304733,0.0443933637052157,0.431439193605014,0.0273097040601904,0.00863608670553498,0.853610689848393,0.00814251768212667,0.00257489017637152,0.807294456123315,0.00734852593743495,0.00232380794071184,0.694222997959036,0.0104912826126215,0.00331763486324058
"MDLP","NaiveBayes","TEST",5.50338678346507,0.140384142304733,0.0443933637052157,0.431439193605014,0.0273097040601904,0.00863608670553498,0.793035521631765,0.00503456326464644,0.00159206869404958,0.73348839305962,0.0081948886533339,0.00259145133160051,0.574452255050234,0.0125776304318739,0.00397739597325687
"MDLP","RF","TEST",5.50338678346507,0.140384142304733,0.0443933637052157,0.431439193605014,0.0273097040601904,0.00863608670553498,0.817404922754707,0.00462788168555854,0.00146346468681441,0.75521333081765,0.00570576194915927,0.00180432035460651,0.607695407627429,0.00777119113346162,0.00245746641142443
"MDLP","SVM","TEST",5.50338678346507,0.140384142304733,0.0443933637052157,0.431439193605014,0.0273097040601904,0.00863608670553498,0.804796075706799,0.0042554942174438,0.00134570542967982,0.726328974803658,0.0074439903155972,0.00235399642775228,0.57535931446396,0.00864433308471596,0.00273357814008517
"ModifiedChi2","Boosting","TEST",4.28812831320726,0.13597517327227,0.0429991252776423,24.0730240986954,1.92776418386817,0.609612561271903,0.766879734460913,0.0035992631088531,0.00113818693221944,0.707617020416739,0.00509889217822566,0.00161241128268103,0.545757184499775,0.00654026508951382,0.00206821341841487
"ModifiedChi2","CART","TEST",4.28812831320726,0.13597517327227,0.0429991252776423,24.0730240986954,1.92776418386817,0.609612561271903,0.786138528706343,0.0050918408036834,0.00161018144226218,0.717414838552246,0.00712051112624963,0.00225170332635196,0.560599313821224,0.0112577504007499,0.00356001325960431
"ModifiedChi2","KNNC","TEST",4.28812831320726,0.13597517327227,0.0429991252776423,24.0730240986954,1.92776418386817,0.609612561271903,0.860338578809496,0.00691209983334448,0.00218579788878388,0.816861710380659,0.00944447032925157,0.00298660375343153,0.697556123621951,0.0130137131513753,0.00411529743744336
"ModifiedChi2","NaiveBayes","TEST",4.28812831320726,0.13597517327227,0.0429991252776423,24.0730240986954,1.92776418386817,0.609612561271903,0.79259213983105,0.00361523229744629,0.00114323683305336,0.733985354080759,0.00532966584578301,0.0016853883240282,0.572835142627492,0.00826173646726255,0.00261259046646228
"ModifiedChi2","RF","TEST",4.28812831320726,0.13597517327227,0.0429991252776423,24.0730240986954,1.92776418386817,0.609612561271903,0.817407121405107,0.00435940070140455,0.0013785635449774,0.754844843958841,0.00652195190419653,0.00206242228073333,0.605927040274415,0.00998065480306985,0.00315616017176
"ModifiedChi2","SVM","TEST",4.28812831320726,0.13597517327227,0.0429991252776423,24.0730240986954,1.92776418386817,0.609612561271903,0.804471719452358,0.00289637130636632,0.000915913027767491,0.731838746140041,0.00565910322462352,0.00178956557038138,0.579199617539645,0.00710890950783717,0.00224803457247921
"Naive","Boosting","TEST",3.2503003968254,0.00946168266052675,0.00299204677049862,0.00239938159108271,0.000154320869442932,4.88005437937145e-05,0.754012143368426,0.00425090441860408,0.00134425400784627,0.692623959208554,0.00480305483708187,0.00151885930118677,0.519272585000418,0.00987171960293584,0.00312171183678103
"Naive","CART","TEST",3.2503003968254,0.00946168266052675,0.00299204677049862,0.00239938159108271,0.000154320869442932,4.88005437937145e-05,0.781237614987515,0.00492041419853817,0.00155597158988126,0.707508855913282,0.00379477824290788,0.00120001424628406,0.540694101428894,0.00827815920660583,0.00261778379263668
"Naive","KNNC","TEST",3.2503003968254,0.00946168266052675,0.00299204677049862,0.00239938159108271,0.000154320869442932,4.88005437937145e-05,0.877629287335443,0.00315198707191191,0.000996745830264659,0.83762317107449,0.00510016204626734,0.00161281285021498,0.724579110874541,0.00733654076600821,0.00232001789672624
"Naive","NaiveBayes","TEST",3.2503003968254,0.00946168266052675,0.00299204677049862,0.00239938159108271,0.000154320869442932,4.88005437937145e-05,0.782804832003078,0.0034705275429421,0.00109747717180448,0.718125149055928,0.00422108947828861,0.00133482569587639,0.549501611789095,0.00738859545913178,0.0023364790360434
"Naive","RF","TEST",3.2503003968254,0.00946168266052675,0.00299204677049862,0.00239938159108271,0.000154320869442932,4.88005437937145e-05,0.810303894306259,0.00597943126617539,0.00189086219135388,0.737971151370073,0.00803480438939345,0.00254082824244017,0.576526732594221,0.0116394878632863,0.00368072924458711
"Naive","SVM","TEST",3.2503003968254,0.00946168266052675,0.00299204677049862,0.00239938159108271,0.000154320869442932,4.88005437937145e-05,0.795517511277753,0.00529360354913029,0.00167398442452028,0.712825182364872,0.00572888330375009,0.00181163196891605,0.551282967168431,0.00925805463666311,0.0029276539354138
"OneR","Boosting","TEST",4.77361267854952,0.0532115603617055,0.0168269728594523,0.0162083746769588,0.00523516239579196,0.00165550370915665,0.730602927575939,0.00570403708419934,0.00180377490441356,0.658425173130926,0.00680669734750912,0.00215246669615554,0.482110536031882,0.0111695689397601,0.00353212783319139
"OneR","CART","TEST",4.77361267854952,0.0532115603617055,0.0168269728594523,0.0162083746769588,0.00523516239579196,0.00165550370915665,0.751588060270571,0.00474036458279766,0.00149903490212344,0.667254592701019,0.00591397265449469,0.00187016236081553,0.493348729777961,0.0091448894723127,0.00289186796830035
"OneR","KNNC","TEST",4.77361267854952,0.0532115603617055,0.0168269728594523,0.0162083746769588,0.00523516239579196,0.00165550370915665,0.832943147419418,0.00647673167404138,0.0020481223883726,0.785120012337918,0.00500132855527,0.00158155895614925,0.677595715789632,0.00688128199972056,0.00217605243410351
"OneR","NaiveBayes","TEST",4.77361267854952,0.0532115603617055,0.0168269728594523,0.0162083746769588,0.00523516239579196,0.00165550370915665,0.763288366249337,0.00749114027738616,0.00236890655483658,0.692630468327877,0.00795910717041866,0.00251689067999009,0.520843703491026,0.0126273342043543,0.00399311368619097
