"disc_method","name","data","mean_NB_interval","std_NB_interval","SE_NB_interval","mean_exetimepervar","std_exetimepervar","SE_exetimepervar","mean_acc","std_acc","SE_acc","mean_F1","std_F1","SE_macroF1","mean_Kappa","std_Kappa","SE_kappa","nrow","ncont_att"
"AMEVA","CMC","TEST",3,0,0,0.0239054679870605,0.00295256202524121,0.000381174118413455,0.537745098039216,0.112776134339196,0.0145593363381785,0.516705593601231,0.115771080440017,0.0149459822172208,0.303114086324757,0.149126002032104,0.0192520840785611,1473,2
"AMEVA","CRX","TEST",2.08333333333333,0.112746904200424,0.0145555627434896,0.229975231488546,0.0151408935246604,0.00195468094892365,0.87512077294686,0.0326902461976,0.00422029263689084,0.87349413547198,0.0330357253240949,0.00426489380033674,0.747335562472607,0.0658281331017437,0.00849837544049928,690,6
"AMEVA","CRYOTHERAPY","TEST",3.175,0.575451186284823,0.0742904287012141,0.0309114634990692,0.0207880347885345,0.00268372375121248,0.82962962962963,0.0930497190488034,0.0120126670748432,0.827537223003141,0.0946088219985172,0.012213946400152,0.658555149012298,0.186837991718335,0.0241206810121317,90,4
"AMEVA","DERMA","TEST",6,0,0,0.110160994529724,0.00371192192075957,0.000479207059384136,0.942342342342342,0.0558120003777487,0.00720529826605143,0.927560503192553,0.0803218350726453,0.0103695043191058,0.927485316556462,0.0703854910614723,0.00908672782319044,366,1
"AMEVA","ECOLI","TEST",6.21428571428572,0.0720313548699484,0.00929920792720222,0.2251430613654,0.00545099492517067,0.000703720418848238,0.784477124183006,0.0933140416363152,0.0120467909741585,0.523889759991238,0.146726978567811,0.0189423714810822,0.705178460744033,0.118129183270822,0.0152504119836326,336,7
"AMEVA","GERMAN","TEST",2.16666666666666,0.168073161363202,0.0216981518301371,0.224203070004781,0.0399699805849792,0.00516010230512861,0.764055555555555,0.0723953668406166,0.00934620167054282,0.687998493319227,0.0978127650082363,0.0126275736641133,0.385083280996845,0.191143460688321,0.0246765146660773,1000,3
"AMEVA","HABERMAN","TEST",2.83333333333334,0.45720842951831,0.0590253544423354,0.0270707050959269,0.0222457146073559,0.00287190940662575,0.725274725274725,0.0292496546501243,0.00377611417807499,0.588779833198652,0.0587662354699396,0.00758668837647932,0.200513198346778,0.0965891913019605,0.0124696109778712,306,3
"AMEVA","HAYES","TEST",3,0,0,0.00222034454345703,0.000238713011641685,3.08177172870421e-05,0.790070921985816,0.0750931130919133,0.00969447921399501,0.804525239178838,0.0906637314130583,0.0117046373955932,0.665861530274582,0.123513768428239,0.0159455589383297,160,4
"AMEVA","HEART","TEST",2.28,0.301858649151878,0.0389697840357964,0.0682588577270507,0.0221505638803926,0.00285962550059546,0.817283950617284,0.064842957650239,0.00837118983660695,0.813595203967362,0.0656349872825302,0.00847344042245917,0.628173840208833,0.131024652272922,0.0169152098731882,270,5
"AMEVA","HEPATISIS","TEST",2.66666666666667,0.291111254869793,0.0375823014001417,0.0345836838086446,0.00582536431539633,0.000752051299304032,0.840070921985816,0.0598586374231558,0.00772771686221834,0.74229204400268,0.0901693187710951,0.0116408089979773,0.48977454029039,0.178185540959096,0.023003654422318,155,6
"AMEVA","HORSECOLIC","TEST",3.1,0.201687793635844,0.0260377821961648,0.0561454385519028,0.00968746998130252,0.00125064699681563,0.852252252252252,0.0510220007824981,0.00658691197735989,0.84023491800017,0.0543114609013296,0.00701157945263483,0.681093299630524,0.108287250252544,0.0139798238944899,368,8
"AMEVA","HYPOTHYROID","TEST",2.31666666666667,0.218495109772165,0.0282075973791785,0.215632100900014,0.0131248321912586,0.00169440854995039,0.983596768528275,0.00466174628146949,0.00060182885707919,0.904280407034413,0.0276550679099122,0.00357025391511083,0.808632886332919,0.0552559788480938,0.00713351619523522,3163,6
"AMEVA","IMMUNOTHERAPY","TEST",3.26,0.477706384540241,0.0616716290567103,0.0326957130432129,0.00672976096790378,0.000868808405088268,0.794444444444445,0.0847391362408953,0.0109397754477663,0.622735581194512,0.15850788566959,0.020463280048029,0.276181488248044,0.294233356187484,0.0379853629470947,90,5
"AMEVA","INDIAN","TEST",2.28888888888889,0.151990352222975,0.0196218700981261,0.053849877251519,0.00274481032598221,0.000354353489367576,0.719619047619048,0.0475522372319886,0.00613896742914654,0.61011662031923,0.0851525731452437,0.0109931499226079,0.24108930134726,0.155134397200649,0.0200277645594013,583,9
"AMEVA","ION","TEST",3.11875,0.0922011893742912,0.0119031223649049,0.292311160266399,0.0146268115887332,0.00188831325637591,0.909365079365079,0.0291040833955,0.00375732100991344,0.900873848947459,0.0314427271337184,0.00405923861827451,0.802079115429787,0.0627217068494337,0.00809733753578535,351,32
"AMEVA","IRIS","TEST",3,0,0,0.040820050239563,0.00189660245840136,0.000244850324525484,0.933703703703704,0.0302024047872813,0.00389911369188519,0.933389752732368,0.0304759223659032,0.00393442465944844,0.900555555555556,0.0453036071809218,0.00584867053782776,150,4
"AMEVA","MAMMOGRAPHIC","TEST",2.04,0.0806751174543378,0.0104151128784659,0.0103328084945679,0.000421034238155884,5.43552864186956e-05,0.8234375,0.0297377133825421,0.00383912228949583,0.822320275285919,0.0301240474549291,0.00388899780377674,0.645721211609833,0.0572446727336331,0.00739025547188183,961,5
"AMEVA","MUTAGENESIS","TEST",3.86666666666667,0.37431670327449,0.0483240785996454,0.384438824653625,0.0757614144222044,0.00978075654474387,0.70766323024055,0.01483473548864,0.00191515611642983,0.603490575961501,0.0481844293170481,0.00622058307638119,0.24640322186454,0.0626711268880483,0.00809080769084877,1618,3
"AMEVA","NEWTHYROID","TEST",3,0,0,0.05671302318573,0.0052719679717824,0.000680608138548405,0.91974358974359,0.0384319747308188,0.00496154660314418,0.884895132323531,0.0573876363246822,0.0074087119921234,0.823921643218413,0.0869224808418227,0.0112216440237138,215,5
"AMEVA","PAGEBLOCKS","TEST",5,0,0,2.68724246501922,1.85363732977791,0.239303550271274,0.957592367032075,0.0137497865957038,0.00177508981663556,0.744593425988207,0.0940110520729177,0.012136774634595,0.779021684051502,0.0586479373735925,0.00757141615791131,5473,10
"AMEVA","PENBASED","TEST",10,0,0,0.71987644135952,0.00964797827340648,0.00124554863924914,0.893823232323232,0.0974735416353683,0.0125837801149879,0.893100962932493,0.098241271039645,0.0126828935548931,0.882006190366901,0.108324985305034,0.0139846954688187,10992,16
"AMEVA","PHONEME","TEST",2.2,0,0,5.68580530166626,0.0978484278934657,0.012632177722799,0.785081225580917,0.01688125523425,0.0021793606795109,0.735810573686133,0.0384675185519468,0.00496613529072049,0.474291618240412,0.0683870792228436,0.00882873396419468,5404,5
"AMEVA","PIMA","TEST",2.3875,0.118919927482918,0.0153524966224511,0.116562324762345,0.00558309995311821,0.000720775104621275,0.753260869565218,0.0488935931195824,0.00631213572961281,0.720422532059697,0.0563664799017409,0.00727688126479258,0.442777736092036,0.111954440430584,0.0144532561107207,767,8
"AMEVA","SAT","TEST",6,0,0,0.280279114511278,0.00310924220975287,0.0004014014432566,0.855880829015544,0.0714323531223028,0.00922187713410288,0.829991511199762,0.0829711017884762,0.0107115231814416,0.822441914426613,0.0872817592788203,0.0112680266704852,6435,36
"AMEVA","SEGMENTATION","TEST",6.59999999999999,0.022409754848425,0.0028930869106847,1.95858830610911,0.0583238492130261,0.00752957655629208,0.921043771043771,0.0591777269647049,0.00763981170002372,0.919455898074836,0.0623670064601524,0.00805154591243269,0.907884399551066,0.0690406814588225,0.00891311365002768,2310,18
"AMEVA","SPAMBASE","TEST",2.10877192982456,0.0190547720757274,0.00245996049716901,0.196893361576816,0.00148497203767906,0.000191709065717157,0.932644927536232,0.0270435915366918,0.00349131265477477,0.928945850777684,0.0288546057660724,0.00372511358644596,0.857960844095888,0.0576343705662368,0.0074405652457394,4597,57
"AMEVA","SPECTFHEART","TEST",2.57954545454545,0.094636601199509,0.012217532679579,0.0226458777080883,0.00077800642482551,0.000100440197553052,0.822427983539094,0.0699888951552302,0.00903552751185545,0.694592392244013,0.13054473891009,0.0168532533244591,0.401196835043772,0.251174588654578,0.032426499961656,267,44
"AMEVA","TAE","TEST",4.2,0.605063380907534,0.0781133465884944,0.0677692413330078,0.0123678579164507,0.0015966835912891,0.506521739130435,0.117533143928946,0.0151734636354736,0.497327859723676,0.124904996086461,0.0161251656566989,0.26039800621726,0.176062468817405,0.0227295669873991,151,3
"AMEVA","TEXTURE","TEST",11,0,0,6.86278925571261,0.698160377153019,0.0901321171231843,0.86510101010101,0.114685852800186,0.0148058799313571,0.863372189115804,0.116714679911645,0.0150678003851911,0.851611111111111,0.126154438080204,0.0162864679244929,5500,40
"AMEVA","THYROID","TEST",3.08333333333333,0.0840365806816034,0.0108490759150689,0.39430099328359,0.0191935289055445,0.00247787392687082,0.988804012345679,0.00355607748128832,0.000459087628761762,0.941479596753592,0.020219671914937,0.0026103484197443,0.92146015728263,0.0267381289452833,0.00345187760379429,7200,6
"AMEVA","TITANIC","TEST",2,0,0,0.00296420256296794,0.000408502737041759,5.27374765814293e-05,0.774924242424243,0.0568408104228775,0.00733811707175792,0.709028497414982,0.0562733194626876,0.00726485430382662,0.437131741341061,0.0665422919933611,0.00859057295695862,2201,3
"AMEVA","VEHICLE","TEST",4,0,0,0.0806674440701802,0.00393352110474838,0.000507815391021529,0.712204724409448,0.0946512561490969,0.0122194246254355,0.705659270829438,0.0986120572111422,0.0127307618438002,0.616593113006692,0.125917353295205,0.0162558604103614,846,18
"AMEVA","VERTEBRAL","TEST",3.01666666666667,0.0504219484089622,0.00650944554904134,0.163728074232737,0.00237894379009638,0.000307120322686894,0.818279569892473,0.0444756901362581,0.0057417869069603,0.77078060128055,0.0570870754576888,0.00736990975104383,0.70885297871123,0.0722051959412289,0.00932165071300076,310,6
"AMEVA","WAVE","TEST",3.16666666666667,0.118115804400443,0.0152486847788936,5.3667044321696,0.20728950480406,0.0267609599983236,0.814033333333333,0.0757685468583898,0.009781677338296,0.812730979971602,0.0752172695984445,0.00971050775006563,0.721063195136244,0.113570791540171,0.0146619261416892,5000,21
"AMEVA","WDBC","TEST",2.13666666666667,0.0551320961201276,0.00711752300382536,0.117930850187938,0.0040082479292792,0.000517462582585624,0.95214424951267,0.0196033001356574,0.00253077516520355,0.948907564210978,0.0206391967444287,0.00266450884234236,0.897858501240025,0.04124495875552,0.00532470127917135,569,30
"AMEVA","WILT","TEST",2.78,0.16753446394748,0.0216286062928126,4.20929315567017,0.296242805271305,0.0382447817083178,0.931415116011945,0.0740819594537588,0.00956393984062737,0.723367397127895,0.140403341174544,0.0181259934040295,0.462579800476542,0.261351507962192,0.0337403345947921,4839,5
"AMEVA","WINE","TEST",3,0,0,0.0946156024932861,0.00419967429033897,0.00054217561953261,0.944025157232705,0.0581254443139263,0.00750396259395811,0.944387231380351,0.0583017190911092,0.00752671956983763,0.914869205886965,0.0886541788796589,0.0114452052790871,178,13
"AMEVA","WIRELESS","TEST",4,0,0,0.0591468266078404,0.00113921690570558,0.000147072270117188,0.970027777777778,0.0095249284720669,0.0012296629782044,0.970078181176411,0.00953934768696878,0.00123152449084374,0.960037037037038,0.0126999046294226,0.00163955063760587,2000,7
"AMEVA","WISCONSIN","TEST",2,0,0,0.00442069106631809,0.0010400199669711,0.000134266000393408,0.964308943089431,0.0173105022594292,0.00223477623217517,0.960999179586171,0.0189222128765438,0.00244284717814153,0.922024047584393,0.0378325514784156,0.00488416139401462,683,9
"AMEVA","YEAST","TEST",10.05,0.0770207984237565,0.00994334232022692,0.372026292483012,0.0154294668274092,0.00199193560211385,0.528576779026217,0.189608295885535,0.0244783257422481,0.424988554868327,0.189181876181938,0.0244232751952307,0.413451082462224,0.189388915002787,0.0244500037920695,1484,6
"CACC","APPENDICITIS","TEST",2.3,0.276735428533719,0.0357263902005556,0.0353791747774397,0.0052175944930731,0.000673588552631188,0.821875,0.121140086473667,0.0156391179156879,0.718990337162827,0.126764534928494,0.0163652310889262,0.463691885301487,0.198115043901633,0.0255765421888058,106,7
"CACC","AUSTRA","TEST",10.2833333333333,11.9353366055175,1.54084533015163,3.03912060260772,4.24563028647549,0.548108513122446,0.863526570048309,0.0347524023428458,0.00448651585048472,0.861384609875833,0.0352022010910915,0.00454458461918806,0.723279362776083,0.0702765826379515,0.00907266780617185,690,6
"CACC","AUTOS","TEST",18.8866666666667,2.94876015312842,0.380683298834213,0.588148460388184,0.191393931757454,0.0247088503420593,0.700268817204301,0.15264679143148,0.0197066160355373,0.624301458897577,0.239497282205074,0.0309189661814063,0.597144961848908,0.221323765713531,0.0285727752909473,205,15
"CACC","BALANCE","TEST",3,0,0,0.00335127711296082,0.00138105238115886,0.000178293095748945,0.773618538324421,0.0315472942339791,0.00407273817287021,0.542576911141125,0.0359801043312761,0.00464501149566126,0.581588972975651,0.0590870241962924,0.00762810202297317,625,4
"CACC","BANANA","TEST",3.1,0.201687793635844,0.0260377821961648,2.58514221906662,0.169441949917389,0.021874861672632,0.730733752620545,0.0246523439800742,0.00318260392266013,0.723419639317346,0.0378432195365963,0.00488553863440363,0.451468989864075,0.0576694977906312,0.00744510015090867,5300,2
"CACC","BANDS","TEST",6.21578947368421,0.870652392476632,0.112400740546588,0.0895381877296849,0.0474772025649002,0.00612928049527915,0.745556101824538,0.0871497342566161,0.0112509823134092,0.730484277283722,0.0930995363700367,0.0120190984633595,0.466823398533623,0.183130911367467,0.0236420989967329,540,19
"CACC","BANKNOTE","TEST",97.825,31.788039404036,4.10381824068055,126.874832451344,42.7821459369436,5.52315129095993,0.899797734627832,0.0234392821385815,0.00302599831232611,0.896776917074268,0.026246044238803,0.00338834974135691,0.794605941027388,0.0500683496056538,0.00646379613982626,1372,4
"CACC","BRCANCER","TEST",17.1777777777778,4.70583508709323,0.607520697410354,0.711089441511366,0.209278015485268,0.0270176756233927,0.642380952380952,0.136009406827367,0.017558738918998,0.622924490212684,0.151154053780083,0.0195139044334,0.270274015125674,0.280699546727718,0.036238155658814,116,9
"CACC","BUPA","TEST",6.24999999999999,2.98891549214911,0.385867330810496,0.100212927659353,0.0625327095325856,0.00807293808709766,0.651618122977346,0.0930386965687651,0.0120112440787891,0.634987971895629,0.0967799680162513,0.0124942401457809,0.27491810755954,0.192054849087123,0.0247941744024269,345,6
"CACC","CLEVELAND","TEST",31.5333333333333,4.18080088561961,0.539739073460465,1.62292911609014,0.168763345032495,0.0217872541587036,0.585144927536232,0.14159692326508,0.0182800841893288,0.357805526734237,0.233625445341841,0.0301609153019747,0.305562922771182,0.246094292441449,0.0317706365407476,303,6
"CACC","CMC","TEST",3.65,0.322857999956007,0.041680788567315,0.03939608335495,0.0357789656126391,0.00461904459874263,0.539140271493213,0.114603613467537,0.0147952628791655,0.517560606142953,0.118415781387821,0.015287411641439,0.304491120649744,0.154054726541492,0.0198883796766579,1473,2
"CACC","CRX","TEST",7.71666666666666,10.3276957466333,1.3332997877136,2.21305774847666,3.82119551895863,0.493314220250972,0.871900161030596,0.0331667442386636,0.0042818082694755,0.870277683923413,0.033472767367029,0.00432131568546594,0.740969926886491,0.0666787068064426,0.00860818403359997,690,6
"CACC","CRYOTHERAPY","TEST",5.95,0.561475054911735,0.0724861178994682,0.0383039653301239,0.00436283618618559,0.000563239729710928,0.839506172839506,0.0898635274521425,0.0116013315084534,0.836899230217092,0.0915232761776354,0.0118156041475441,0.677864006391014,0.180348370404455,0.0232828745030701,90,4
"CACC","DERMA","TEST",6,0,0,0.108653926849365,0.00564850028378269,0.000729218251004608,0.942042042042042,0.0555691038712852,0.00717394046190526,0.927222084067904,0.0800750068266628,0.0103376389295703,0.927110162840739,0.0700821593848601,0.00904756787212723,366,1
"CACC","ECOLI","TEST",6.42857142857143,0.182226515469509,0.0235253419883605,0.235294430596488,0.00839408148517091,0.00108367125995917,0.782516339869281,0.0921722703132877,0.0118993889301831,0.521862320124644,0.145142508276986,0.0187378172461179,0.702707719397112,0.115943496074008,0.0149682409798566,336,7
"CACC","GERMAN","TEST",48.9333333333334,46.505889305689,6.00388449271663,55.5365659077963,56.09540913254,7.2418861789673,0.765833333333333,0.0717303619194291,0.00926034990437931,0.691743389735412,0.0967317218218911,0.0124880115888718,0.39248422940351,0.188311884472411,0.0243109597484861,1000,3
"CACC","HABERMAN","TEST",4.66666666666666,1.81020334719392,0.233696247231033,0.0387780030568441,0.0190610246443098,0.00246076770030203,0.714835164835165,0.043835978692671,0.00565920051471394,0.573945811132334,0.0731804014132138,0.00944754919807169,0.17074129152279,0.130258593435925,0.0168163121025913,306,3
"CACC","HAYES","TEST",3.025,0.0756329226134417,0.0097641683235618,0.00249332785606384,0.000527822325918267,6.81415692679304e-05,0.795035460992908,0.0767605178317585,0.0099097402402886,0.808266505514441,0.0930080672281929,0.0120072898479244,0.673548644807636,0.126536713579207,0.0163358194792029,160,4
"CACC","HEART","TEST",9.34,5.84619824315812,0.754740947812615,0.49234658241272,0.376956057261331,0.0486648177341715,0.811316872427983,0.0674322929453798,0.0087054715858012,0.80745720512512,0.068621887153245,0.00885904753766141,0.616334290116395,0.136526696692924,0.0176255207534801,270,5
"CACC","HEPATISIS","TEST",7.33333333333333,1.98582547693868,0.256368966688597,0.109032352765401,0.0351965005156577,0.0045438486780641,0.822695035460994,0.0717703793903162,0.00926551613765609,0.704463590783671,0.116046374039616,0.0149815224681063,0.418596822022391,0.224898872652287,0.0290343196121043,155,6
"CACC","HORSECOLIC","TEST",17.9125,4.18496476505427,0.540276627984001,1.49204258918762,0.49371943852001,0.0637389054362292,0.840690690690691,0.0553241049454273,0.00714231123658238,0.827623159035718,0.0594803777283258,0.00767888374559774,0.656112381517304,0.11852710639671,0.0153017836382871,368,8
"CACC","HYPOTHYROID","TEST",3.75,1.79019615123232,0.231113329338913,0.317785735925039,0.1250034994288,0.016137882383513,0.983719704952581,0.00492885079277216,0.000636311901211593,0.905063601725265,0.0286660412988572,0.00370077001840559,0.810192939958863,0.0572930127942179,0.00739649614686849,3163,6
"CACC","IMMUNOTHERAPY","TEST",6.56,1.21950253820071,0.157437100703634,0.0660026741027832,0.0176982463166924,0.00228483377472089,0.77283950617284,0.0972684203552869,0.0125572990715976,0.608933701831867,0.157647614805387,0.0203522195570196,0.246407174718668,0.293876771349761,0.0379393280424943,90,5
"CACC","INDIAN","TEST",5.86666666666667,1.55485590937965,0.20073103475932,0.116880520184835,0.0286186909004158,0.00369465710825228,0.729619047619048,0.0714682053075601,0.00922650563131709,0.638866466581182,0.106599332349431,0.0137619146302059,0.288054029570203,0.204921608137605,0.0264552658531662,583,9
"CACC","ION","TEST",4.196875,0.193264153010803,0.0249502948676574,0.397424845397472,0.0302531024579705,0.00390565873302755,0.91,0.0283513178724505,0.00366013939876778,0.901270864972743,0.0304832411516821,0.00393536951062964,0.802870563105919,0.0608173328673982,0.00785148391187287,351,32
"CACC","IRIS","TEST",3.05,0.151265845226883,0.0195283366471236,0.0424382507801056,0.00174306441557604,0.000225028648429759,0.933703703703704,0.0310226524683408,0.00400500721216881,0.9333996623321,0.0312907550676472,0.00403961910890844,0.900555555555556,0.0465339787025111,0.0060075108182532,150,4
"CACC","MAMMOGRAPHIC","TEST",2.18,0.141181455545091,0.0182264475373153,0.0133130216598511,0.00232575671127617,0.000300253900336758,0.821064814814815,0.0292432595193139,0.00377528857023747,0.819780054722895,0.0291594034410141,0.00376446279707969,0.640481717072629,0.0566826452984285,0.00731769804199319,961,5
"CACC","MUTAGENESIS","TEST",38.1333333333333,6.68111428846965,0.862528145778379,6.87135720252991,2.21133442773193,0.285482047050029,0.729175257731959,0.0381980344579799,0.00493134504378711,0.664472849154822,0.0501368556102348,0.00647264022698818,0.342509211061457,0.0927146520117002,0.0119694101063577,1618,3
"CACC","NEWTHYROID","TEST",3,0,0,0.0544863176345826,0.00518747545603895,0.000669700201669953,0.919230769230769,0.038068394867588,0.00491460864463387,0.884314972492519,0.0569070226265702,0.0073466650304985,0.82282023340084,0.0861321473553024,0.011119612409339,215,5
"CACC","PAGEBLOCKS","TEST",5.09,0.152604507119614,0.0197011571543485,2.73116089820862,1.79767995371532,0.232079484085011,0.957764920828258,0.013682348120144,0.00176638354687767,0.744664659421707,0.0951703419899967,0.0122864383193374,0.779973044301889,0.0586044338868383,0.00756579988192128,5473,10
"CACC","PENBASED","TEST",10,0,0,0.72433282583952,0.00532566133942647,0.000687539922504647,0.89390404040404,0.0975514950944458,0.0125938438632808,0.89317957875733,0.0983172286822504,0.0126926996443874,0.882095994410084,0.108411614625875,0.013995879266049,10992,16
"CACC","PHONEME","TEST",2.4,0.0901975233603393,0.0116444501947916,6.40190044879913,0.499329680606193,0.0644631845751619,0.790129549660703,0.0166982723980489,0.00215573769693594,0.742450228135613,0.0364306542176968,0.00470317723588602,0.487417343141883,0.0650856758077191,0.00840252461599837,5404,5
"CACC","PIMA","TEST",15.225,12.0959879186784,1.56158532549892,6.11040890216827,6.00387852859734,0.775097385130326,0.753985507246377,0.0643010628276411,0.0083012315158297,0.721177952874462,0.0744200317449806,0.00960758478575124,0.44425661022132,0.147750017465049,0.0190744452347997,767,8
"CACC","SAT","TEST",6,0,0,0.279241832759645,0.00324209136633851,0.000418552195623729,0.855690846286701,0.071330339284221,0.00920870720423708,0.829713976103786,0.0828311412133172,0.0106934543488844,0.82220311550868,0.0871544090660884,0.011251585828717,6435,36
"CACC","SEGMENTATION","TEST",11.7444444444444,6.33091439582441,0.817317534043091,2.8003204451667,0.993620159226163,0.128275810971296,0.921789321789322,0.0584671729731142,0.00754807957415665,0.920302702985286,0.0615008508825096,0.00793972570818485,0.908754208754208,0.0682117018019666,0.0088060928365161,2310,18
"CACC","SPAMBASE","TEST",2.2719298245614,0.0603862035203263,0.00779582535249718,0.208275932178163,0.00413841618278386,0.000534267231853239,0.932137681159421,0.0268707232374616,0.00346899545330792,0.928401716401567,0.0286730944709675,0.00370168057900964,0.856874811395641,0.05727107331109,0.00739366377177586,4597,57
"CACC","SPECTFHEART","TEST",4.71363636363636,0.487179808540501,0.062894642836196,0.0415683069012382,0.00459039909923242,0.000592617975459089,0.810905349794239,0.0726476193540023,0.00937876732998888,0.648255953461008,0.156868491596068,0.0202516351832083,0.320591895853755,0.290868037757016,0.0375509022058984,267,44
"CACC","TAE","TEST",14.0666666666666,1.42456257534496,0.183910237664713,0.199154575665792,0.0143159507457828,0.00184818129411808,0.556159420289855,0.112661026603245,0.0145444759933666,0.549997732309743,0.116009407030857,0.0149767500477969,0.333523885834168,0.169064842145392,0.0218261772686097,151,3
"CACC","TEXTURE","TEST",11,0,0,5.51755714595318,0.217278487248206,0.0280505320867147,0.865171717171717,0.114753642732535,0.0148146315739914,0.863443444434815,0.116782787647346,0.0150765930560617,0.851688888888889,0.126229007005788,0.0162960947313905,5500,40
"CACC","THYROID","TEST",7.50000000000001,3.22595406988645,0.416468879610009,0.778741892178854,0.279177997567956,0.036041724506941,0.988927469135803,0.00355178428446727,0.000458533379435432,0.941466235828729,0.0212278842650736,0.00274050807446162,0.92197571488175,0.0259121245852722,0.0033452408994537,7200,6
"CACC","TITANIC","TEST",2,0,0,0.00326460202534994,0.000420021444871925,5.42245353679648e-05,0.774823232323233,0.056873430879617,0.00734232835461451,0.709651078024786,0.056163527489608,0.00725068022105048,0.437835303452888,0.0664858914677473,0.00858329168041131,2201,3
"CACC","VEHICLE","TEST",4.55555555555556,0.156467598012725,0.0201998800441454,0.0926287690798442,0.00300970539945946,0.000388551296303234,0.719619422572178,0.0926579141985913,0.011962085286182,0.713492954375587,0.0961282440181881,0.0124101029394202,0.626407857215377,0.123310829718779,0.015919359663595,846,18
"CACC","VERTEBRAL","TEST",8.5,7.83949150893373,1.01207400189449,0.795348807175954,0.935124333331207,0.120724032320836,0.809498207885305,0.0480096518007214,0.00619801939604702,0.756718518856262,0.0634568624304618,0.00819224571319178,0.693488236535107,0.0781591456235242,0.0100903023117903,310,6
"CACC","WAVE","TEST",40.6142857142857,0.870344924872269,0.112361046649548,57.1254983845211,0.921599759321464,0.118978017324026,0.812933333333333,0.0764005896192036,0.00986327370785343,0.81157739889143,0.0756919256880201,0.00977178558773571,0.71941635143669,0.114501032644033,0.0147820197517964,5000,21
"CACC","WDBC","TEST",8.00333333333333,0.520853276454339,0.0672418688508408,1.69604769070943,0.174139642679192,0.0224813312003674,0.949610136452241,0.0233692940142369,0.00301696288432548,0.946373728784183,0.0243283354139035,0.00314077459663321,0.892827317344429,0.048512078666749,0.00626288242554076,569,30
"CACC","WILT","TEST",3.86,0.54902069980426,0.0708782675688346,6.07153005599975,0.849699063460667,0.109695677402373,0.940179186767747,0.0549239931863999,0.00709065703060455,0.729292328197729,0.126852473367243,0.0163765838925517,0.469401500065182,0.239929149629003,0.0309747200260946,4839,5
