"ForestDisc","OneR","ScottEqualWidth","ClusterDisc","Infogain","Logreg","Naive","RDGR","QuantilDisc","EqualLength","RSTGDH","RSTLDH","Chi2","ChiMerge","CAIM","CACC","AMEVA","ExtendedChi2","MDLP","ModifiedChi2","GLMDisc","class_method"
-1,1,-1,NA,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,-1,-1,-1,1,"CART"
0,1,0,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,-1,0,0,1,"CART"
-1,1,0,0,-1,NA,0,0,0,1,0,0,0,0,-1,0,-1,-1,-1,-1,1,"CART"
-1,1,0,1,-1,0,NA,0,0,1,0,0,0,0,-1,0,-1,-1,0,-1,1,"CART"
-1,1,-1,0,-1,0,0,NA,0,0,0,-1,0,0,-1,0,-1,-1,-1,-1,1,"CART"
-1,1,-1,1,-1,0,0,0,NA,1,0,0,0,0,-1,0,-1,-1,-1,-1,1,"CART"
-1,1,-1,0,-1,-1,-1,0,-1,NA,0,0,-1,-1,-1,0,-1,-1,-1,-1,1,"CART"
-1,1,-1,0,-1,0,0,0,0,0,NA,0,0,0,-1,0,-1,-1,0,-1,1,"CART"
0,1,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,-1,-1,0,-1,1,"CART"
-1,1,0,0,-1,0,0,0,0,1,0,0,NA,0,-1,0,-1,-1,-1,-1,1,"CART"
-1,1,0,0,-1,0,0,0,0,1,0,0,0,NA,-1,0,-1,-1,0,-1,1,"CART"
0,1,1,1,0,1,1,1,1,1,1,0,1,1,NA,1,0,0,0,0,1,"CART"
-1,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,NA,-1,-1,-1,-1,1,"CART"
0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,NA,0,0,0,1,"CART"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,NA,1,1,1,"CART"
0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,-1,NA,0,1,"CART"
0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,-1,0,NA,1,"CART"
-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,"CART"
NA,1,0,1,1,1,1,1,1,1,1,1,-1,-1,0,0,0,0,0,1,1,"Boosting"
-1,NA,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,"Boosting"
0,1,NA,1,0,1,1,1,1,1,1,1,-1,-1,0,0,0,0,0,1,1,"Boosting"
-1,1,-1,NA,-1,0,0,0,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,"Boosting"
-1,1,0,1,NA,1,1,1,1,1,1,1,-1,-1,0,-1,-1,-1,0,0,1,"Boosting"
-1,1,-1,0,-1,NA,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,"Boosting"
-1,0,-1,0,-1,0,NA,0,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,"Boosting"
-1,1,-1,0,-1,0,0,NA,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,"Boosting"
-1,1,-1,1,-1,0,1,1,NA,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,"Boosting"
-1,1,-1,0,-1,0,0,-1,-1,NA,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,"Boosting"
-1,1,-1,-1,-1,-1,-1,0,-1,0,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,"Boosting"
-1,1,-1,0,-1,0,1,0,-1,0,1,NA,-1,-1,-1,-1,-1,-1,-1,-1,1,"Boosting"
1,1,1,1,1,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,1,"Boosting"
1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,1,1,1,1,1,"Boosting"
0,1,0,1,0,1,1,1,1,1,1,1,-1,-1,NA,-1,-1,0,0,0,1,"Boosting"
0,1,0,1,1,1,1,1,1,1,1,1,-1,-1,1,NA,0,0,0,1,1,"Boosting"
0,1,0,1,1,1,1,1,1,1,1,1,-1,-1,1,0,NA,0,0,1,1,"Boosting"
0,1,0,1,1,1,1,1,1,1,1,1,-1,-1,0,0,0,NA,0,1,1,"Boosting"
0,1,0,1,0,1,1,1,1,1,1,1,-1,-1,0,0,0,0,NA,0,1,"Boosting"
-1,1,-1,1,0,1,1,1,0,1,1,1,-1,-1,0,-1,-1,-1,0,NA,1,"Boosting"
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,"Boosting"
NA,1,-1,-1,-1,-1,0,-1,-1,1,0,-1,0,0,-1,-1,-1,-1,-1,-1,1,"SVM"
-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SVM"
1,1,NA,0,-1,0,0,0,-1,1,0,-1,1,1,-1,0,-1,-1,-1,0,1,"SVM"
1,1,0,NA,0,0,1,0,-1,1,0,0,1,1,-1,0,-1,-1,-1,0,1,"SVM"
1,1,1,0,NA,1,1,0,0,1,1,0,1,1,0,0,-1,0,0,0,1,"SVM"
1,1,0,0,-1,NA,1,0,0,1,0,-1,1,1,-1,0,-1,-1,-1,-1,1,"SVM"
0,1,0,-1,-1,-1,NA,-1,-1,1,0,-1,1,0,-1,-1,-1,-1,-1,-1,1,"SVM"
1,1,0,0,0,0,1,NA,0,1,0,0,1,1,-1,0,-1,-1,0,0,1,"SVM"
1,1,1,1,0,0,1,0,NA,1,1,0,1,1,-1,1,0,0,0,0,1,"SVM"
-1,1,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,"SVM"
0,1,0,0,-1,0,0,0,-1,1,NA,-1,0,0,-1,0,-1,-1,-1,-1,1,"SVM"
1,1,1,0,0,1,1,0,0,1,1,NA,1,1,0,0,-1,-1,0,0,1,"SVM"
0,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,"SVM"
0,1,-1,-1,-1,-1,0,-1,-1,1,0,-1,1,NA,-1,-1,-1,-1,-1,-1,1,"SVM"
1,1,1,1,0,1,1,1,1,1,1,0,1,1,NA,1,0,0,0,0,1,"SVM"
1,1,0,0,0,0,1,0,-1,1,0,0,1,1,-1,NA,-1,-1,-1,-1,1,"SVM"
1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,NA,0,0,0,1,"SVM"
1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,NA,0,1,1,"SVM"
1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,NA,0,1,"SVM"
1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,-1,0,NA,1,"SVM"
-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,"SVM"
NA,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,"NaiveBayes"
-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,"NaiveBayes"
0,1,NA,1,0,1,1,1,1,1,1,1,-1,-1,0,0,0,0,0,1,1,"NaiveBayes"
-1,1,-1,NA,-1,0,0,1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,"NaiveBayes"
-1,1,0,1,NA,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,1,"NaiveBayes"
-1,1,-1,0,-1,NA,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,"NaiveBayes"
-1,1,-1,0,-1,-1,NA,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,"NaiveBayes"
-1,1,-1,-1,-1,-1,0,NA,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,"NaiveBayes"
-1,1,-1,1,-1,0,1,1,NA,0,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,"NaiveBayes"
-1,1,-1,0,-1,0,1,0,0,NA,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,"NaiveBayes"
-1,1,-1,0,-1,0,0,0,-1,0,NA,0,-1,-1,-1,-1,-1,-1,-1,-1,1,"NaiveBayes"
-1,1,-1,0,-1,0,0,0,-1,0,0,NA,-1,-1,-1,-1,-1,-1,-1,-1,1,"NaiveBayes"
0,1,1,1,1,1,1,1,1,1,1,1,NA,0,1,0,0,0,1,1,1,"NaiveBayes"
0,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,0,0,0,1,1,1,"NaiveBayes"
0,1,0,1,1,1,1,1,1,1,1,1,-1,-1,NA,0,0,0,0,0,1,"NaiveBayes"
0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,NA,0,0,0,0,1,"NaiveBayes"
0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,0,1,1,1,"NaiveBayes"
0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,NA,1,1,1,"NaiveBayes"
-1,1,0,1,0,1,1,1,1,1,1,1,-1,-1,0,0,-1,-1,NA,0,1,"NaiveBayes"
-1,1,-1,1,0,1,1,1,0,1,1,1,-1,-1,0,0,-1,-1,0,NA,1,"NaiveBayes"
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,"NaiveBayes"
NA,1,0,1,1,1,1,1,0,1,1,1,-1,0,1,1,1,1,1,1,1,"KNNC"
-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,"KNNC"
0,1,NA,1,1,1,1,1,0,1,1,1,-1,0,1,1,1,1,1,1,1,"KNNC"
-1,1,-1,NA,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,1,1,1,"KNNC"
-1,1,-1,0,NA,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,1,1,1,"KNNC"
-1,1,-1,0,1,NA,0,-1,-1,0,0,-1,-1,-1,1,-1,-1,1,1,1,1,"KNNC"
-1,1,-1,1,1,0,NA,-1,-1,0,0,-1,-1,-1,1,-1,-1,1,1,1,1,"KNNC"
-1,1,-1,1,1,1,1,NA,-1,1,1,0,-1,-1,1,0,1,1,1,1,1,"KNNC"
0,1,0,1,1,1,1,1,NA,1,1,1,-1,0,1,1,1,1,1,1,1,"KNNC"
-1,1,-1,1,1,0,0,-1,-1,NA,0,-1,-1,-1,0,-1,-1,1,1,1,1,"KNNC"
-1,1,-1,0,0,0,0,-1,-1,0,NA,-1,-1,-1,0,-1,-1,0,0,1,1,"KNNC"
-1,1,-1,1,1,1,1,0,-1,1,1,NA,-1,-1,1,0,1,1,1,1,1,"KNNC"
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,"KNNC"
0,1,0,1,1,1,1,1,0,1,1,1,-1,NA,1,1,1,1,1,1,1,"KNNC"
-1,1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,NA,-1,-1,0,1,1,1,"KNNC"
-1,1,-1,1,1,1,1,0,-1,1,1,0,-1,-1,1,NA,1,1,1,1,1,"KNNC"
-1,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,NA,1,1,1,1,"KNNC"
-1,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,NA,1,1,1,"KNNC"
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,NA,1,1,"KNNC"
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,"KNNC"
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,"KNNC"
