"ForestDisc","OneR","ScottEqualWidth","ClusterDisc","Infogain","Logreg","Naive","RDGR","QuantilDisc","EqualLength","RSTGDH","RSTLDH","Chi2","ChiMerge","CAIM","CACC","AMEVA","ExtendedChi2","MDLP","ModifiedChi2","GLMDisc"
0,5.10292704367631e-245,0,4.01250955424304e-93,1.06311544574205e-07,0.00010966528417538,3.85711820524799e-09,4.56227250448253e-239,0,0,NA,9.66804810322313e-93,0,0,9.21708184916412e-10,1.06806251275033e-301,1.02000575020945e-67,5.10271499491833e-62,5.45343858953865e-61,2.65917980538259e-33,6.32950547418053e-41
0,5.59763156032563e-244,0,7.27496106184623e-24,1.40659828123578e-05,2.98624916778235e-26,1.44650262115671e-06,3.27810571741016e-269,0,0,9.66804810322313e-93,NA,0,0,0.0549404233834544,0,9.29428159895766e-17,2.63281424855793e-07,2.53951499477493e-06,0.191869867346493,1.03637061551589e-48
5.91737286920936e-283,0,1.40332083590176e-11,0,0,0,0,0,0,0,0,0,NA,2.43054939052806e-151,0,1.110224658498e-131,0,0,0,0,0
3.55858792125589e-129,0,2.18899894631548e-07,0,0,0,0,0,4.58002478622581e-281,1.02956692170738e-253,0,0,2.43054939052806e-151,NA,0,1.75813085690752e-67,0,0,0,0,0
0,7.25453284517755e-189,0,0.0335426052955782,7.40206707835422e-108,6.34351320367799e-156,1.27643563447708e-71,8.87824108849512e-70,2.01781219667552e-236,3.31633702818287e-264,9.21708184916412e-10,0.0549404233834544,0,0,NA,0,1.64662603747278e-262,6.98995493940219e-28,5.8648624426423e-37,6.17979867078235e-08,0.764176090417573
0.578797935340417,2.86690083304239e-128,7.72602315909868e-79,0,0,0,0,7.54020150465903e-158,4.48242580285177e-49,9.81559705455991e-33,1.06806251275033e-301,0,1.110224658498e-131,1.75813085690752e-67,0,NA,0,9.16688022959357e-108,9.62108610141146e-86,3.89574013691068e-171,0
0,7.54846878423364e-118,0,1.82396330451638e-16,0,0,0,1.73972230043851e-31,7.77361358155875e-210,3.08290669127552e-237,1.02000575020945e-67,9.29428159895766e-17,0,0,1.64662603747278e-262,0,NA,8.56908041522989e-05,1.61665833915285e-06,0.010791169295695,9.07317479369468e-47
1.86260670882697e-122,3.03357503432882e-27,0,5.15980321075229e-07,3.16758651864924e-40,1.07804317497004e-54,3.36504776460454e-32,1.00775672875594e-06,1.79476350677678e-54,2.11371397057352e-61,5.10271499491833e-62,2.63281424855793e-07,0,0,6.98995493940219e-28,9.16688022959357e-108,8.56908041522989e-05,NA,4.34833931121909e-10,6.54148062163759e-248,7.11214934832691e-27
3.17502995727895e-77,6.09805737831782e-18,0,4.84990467501306e-06,3.49555811820018e-48,1.30351073319404e-62,1.34881051071688e-41,0.104768580420196,6.15080822201206e-21,5.69755558892195e-33,5.45343858953865e-61,2.53951499477493e-06,0,0,5.8648624426423e-37,9.62108610141146e-86,1.61665833915285e-06,4.34833931121909e-10,NA,1.79409236379378e-102,2.47423524370522e-28
1.11113883228383e-197,2.25844117607872e-74,0,0.148087551871478,5.1773523161474e-14,3.4095919443373e-21,4.06662833584471e-10,1.18557602948168e-25,2.82609146910818e-88,1.11148274411707e-93,2.65917980538259e-33,0.191869867346493,0,0,6.17979867078235e-08,3.89574013691068e-171,0.010791169295695,6.54148062163759e-248,1.79409236379378e-102,NA,4.52488366920458e-05
0,1.56373650140871e-285,0,2.89750954681954e-51,0.210337898390134,1.7957762420671e-05,0.276600976458069,5.3515427009877e-288,0,0,6.32950547418053e-41,1.03637061551589e-48,0,0,0.764176090417573,0,9.07317479369468e-47,7.11214934832691e-27,2.47423524370522e-28,4.52488366920458e-05,NA
